order_id,order_date,customer_id,store_id,channel,delivery_partner_id,promised_days,actual_days,delivery_status,delivery_rating
O010101,2026-05-06,CU00602,S007,Mobile App,DP05,3,3,On Time,4.2
O010102,2026-04-05,CU01310,S006,Website,DP01,3,3,On Time,4.4
O010103,2026-06-21,CU01372,S006,Website,DP04,3,4,Delayed,3.3
O010104,2026-06-17,CU02767,S009,Corporate,DP03,1,1,On Time,4.9
O010105,2026-03-29,CU04626,S005,Mobile App,DP03,3,3,On Time,5.0
O010106,2026-06-18,CU01013,S008,Website,DP01,3,3,On Time,5.0
O010107,2026-04-23,CU01855,S009,Website,DP04,3,3,On Time,4.5
O010108,2026-03-13,CU00007,S006,Website,DP01,3,3,On Time,4.6
O010109,2026-02-19,CU00188,S006,Corporate,DP01,1,1,On Time,4.8
O010110,2026-05-28,CU04046,S001,Website,DP04,3,5,Delayed,3.6
O010111,2026-03-22,CU01624,S009,Physical Store,DP02,1,1,On Time,4.7
O010112,2026-06-19,CU01140,S009,Physical Store,DP01,1,1,On Time,4.7
O010113,2026-02-02,CU00063,S004,Physical Store,DP03,1,1,On Time,4.8
O010114,2026-03-04,CU00441,S003,Physical Store,DP02,1,1,On Time,5.0
O010115,2026-04-15,CU01368,S003,Corporate,DP01,1,1,On Time,5.0
O010116,2026-06-29,CU00587,S002,Physical Store,DP01,1,1,On Time,4.6
O010117,2026-04-09,CU00379,S008,Physical Store,DP04,1,1,On Time,4.8
O010118,2026-01-06,CU01256,S002,Mobile App,DP04,3,3,On Time,4.6
O010119,2026-05-15,CU02488,S007,Physical Store,DP01,1,1,On Time,5.0
O010120,2026-01-09,CU02442,S005,Physical Store,DP03,1,1,On Time,4.9
O010121,2026-04-11,CU03947,S006,Physical Store,DP05,1,1,On Time,4.5
O010122,2026-03-02,CU00737,S008,Physical Store,DP04,1,1,On Time,4.6
O010123,2026-06-11,CU03348,S005,Website,DP03,3,3,On Time,5.0
O010124,2026-06-12,CU00874,S004,Mobile App,DP03,3,3,On Time,5.0
O010125,2026-04-09,CU04800,S004,Physical Store,DP01,1,1,On Time,4.4
O010126,2026-05-28,CU03239,S008,Website,DP02,3,3,On Time,5.0
O010127,2026-02-27,CU00099,S004,Website,DP05,3,3,On Time,4.7
O010128,2026-03-01,CU02460,S001,Mobile App,DP02,3,6,Delayed,2.2
O010129,2026-02-04,CU03300,S005,Website,DP01,3,3,On Time,4.3
O010130,2026-02-16,CU00414,S001,Website,DP03,3,3,On Time,5.0
O010131,2026-02-15,CU00314,S001,Website,DP04,3,3,On Time,5.0
O010132,2026-03-28,CU02374,S002,Physical Store,DP01,1,5,Delayed,1.6
O010133,2026-01-04,CU01786,S008,Website,DP04,3,3,On Time,5.0
O010134,2026-01-10,CU01433,S008,Website,DP01,3,3,On Time,5.0
O010135,2026-04-17,CU04519,S008,Mobile App,DP03,3,3,On Time,4.6
O010136,2026-03-16,CU04326,S002,Physical Store,DP01,1,1,On Time,4.2
O010137,2026-02-09,CU01595,S003,Mobile App,DP03,3,3,On Time,5.0
O010138,2026-05-07,CU04773,S003,Physical Store,DP05,1,1,On Time,4.9
O010139,2026-04-29,CU03584,S004,Physical Store,DP01,1,2,Delayed,3.7
O010140,2026-03-14,CU04812,S002,Mobile App,DP03,3,3,On Time,5.0
O010141,2026-02-09,CU00338,S001,Physical Store,DP03,1,1,On Time,4.9
O010142,2026-04-06,CU04342,S007,Mobile App,DP05,3,3,On Time,4.6
O010143,2026-01-23,CU00558,S008,Corporate,DP02,1,1,On Time,5.0
O010144,2026-05-23,CU04300,S009,Mobile App,DP03,3,3,On Time,5.0
O010145,2026-04-25,CU01217,S004,Website,DP05,3,3,On Time,5.0
O010146,2026-04-26,CU03911,S001,Website,DP04,3,3,On Time,5.0
O010147,2026-05-13,CU03431,S005,Website,DP04,3,3,On Time,5.0
O010148,2026-06-17,CU04770,S005,Website,DP02,3,3,On Time,5.0
O010149,2026-05-26,CU00736,S002,Website,DP02,3,3,On Time,5.0
O010150,2026-01-21,CU03326,S005,Physical Store,DP03,1,1,On Time,5.0
O010151,2026-01-03,CU02332,S005,Physical Store,DP02,1,5,Delayed,2.3
O010152,2026-02-15,CU02266,S009,Physical Store,DP05,1,1,On Time,4.9
O010153,2026-03-31,CU04669,S004,Physical Store,DP03,1,1,On Time,5.0
O010154,2026-03-20,CU03624,S001,Website,DP04,3,3,On Time,4.9
O010155,2026-05-07,CU00182,S007,Physical Store,DP04,1,1,On Time,4.7
O010156,2026-02-22,CU00208,S005,Physical Store,DP02,1,1,On Time,5.0
O010157,2026-05-28,CU02471,S009,Website,DP04,3,5,Delayed,3.9
O010158,2026-01-21,CU01194,S003,Mobile App,DP03,3,3,On Time,5.0
O010159,2026-03-31,CU04235,S004,Website,DP03,3,3,On Time,5.0
O010160,2026-04-23,CU04350,S002,Physical Store,DP03,1,1,On Time,5.0
O010161,2026-02-20,CU01190,S006,Physical Store,DP04,1,1,On Time,5.0
O010162,2026-06-02,CU04665,S003,Website,DP03,3,3,On Time,4.9
O010163,2026-03-09,CU01659,S006,Corporate,DP03,1,1,On Time,4.5
O010164,2026-04-26,CU00426,S002,Physical Store,DP04,1,1,On Time,5.0
O010165,2026-05-18,CU03578,S007,Mobile App,DP04,3,5,Delayed,4.1
O010166,2026-03-24,CU01430,S009,Mobile App,DP03,3,3,On Time,4.9
O010167,2026-04-05,CU04858,S008,Website,DP04,3,3,On Time,5.0
O010168,2026-05-17,CU00569,S002,Website,DP01,3,3,On Time,5.0
O010169,2026-01-29,CU02627,S002,Website,DP03,3,3,On Time,4.1
O010170,2026-06-14,CU00231,S001,Mobile App,DP01,3,3,On Time,5.0
O010171,2026-04-20,CU00995,S006,Mobile App,DP05,3,3,On Time,5.0
O010172,2026-03-12,CU01657,S005,Mobile App,DP02,3,3,On Time,4.3
O010173,2026-02-07,CU04040,S002,Website,DP02,3,3,On Time,5.0
O010174,2026-05-07,CU00790,S003,Physical Store,DP01,1,1,On Time,4.6
O010175,2026-03-13,CU02626,S009,Website,DP01,3,3,On Time,4.6
O010176,2026-02-28,CU01037,S008,Physical Store,DP01,1,1,On Time,5.0
O010177,2026-01-28,CU04439,S008,Website,DP01,3,3,On Time,5.0
O010178,2026-06-05,CU01613,S002,Website,DP05,3,3,On Time,5.0
O010179,2026-02-15,CU00339,S004,Website,DP02,3,3,On Time,5.0
O010180,2026-03-12,CU00586,S009,Corporate,DP02,1,1,On Time,5.0
O010181,2026-02-07,CU00422,S008,Website,DP02,3,3,On Time,5.0
O010182,2026-04-27,CU01314,S004,Physical Store,DP02,1,1,On Time,4.9
O010183,2026-04-18,CU01314,S007,Mobile App,DP02,3,3,On Time,4.5
O010184,2026-05-26,CU03843,S008,Mobile App,DP01,3,3,On Time,3.9
O010185,2026-04-05,CU01178,S008,Mobile App,DP03,3,3,On Time,5.0
O010186,2026-03-04,CU01739,S007,Website,DP03,3,3,On Time,5.0
O010187,2026-04-13,CU01667,S006,Corporate,DP01,1,1,On Time,5.0
O010188,2026-01-05,CU04224,S002,Mobile App,DP05,3,3,On Time,4.6
O010189,2026-06-21,CU04529,S008,Physical Store,DP04,1,4,Delayed,3.5
O010190,2026-06-06,CU00515,S002,Mobile App,DP05,3,3,On Time,5.0
O010191,2026-04-17,CU03330,S003,Website,DP02,3,3,On Time,4.5
O010192,2026-05-22,CU04598,S003,Website,DP02,3,3,On Time,5.0
O010193,2026-02-27,CU00989,S002,Physical Store,DP03,1,1,On Time,5.0
O010194,2026-06-21,CU04513,S009,Mobile App,DP02,3,3,On Time,5.0
O010195,2026-05-26,CU04196,S007,Website,DP01,3,6,Delayed,2.0
O010196,2026-01-07,CU01418,S009,Website,DP02,3,3,On Time,4.8
O010197,2026-03-28,CU04975,S002,Corporate,DP04,1,1,On Time,5.0
O010198,2026-04-07,CU02726,S007,Website,DP04,3,3,On Time,5.0
O010199,2026-02-14,CU02197,S006,Physical Store,DP03,1,1,On Time,4.5
O010200,2026-01-16,CU02015,S003,Website,DP02,3,3,On Time,5.0
O010201,2026-03-05,CU00451,S003,Corporate,DP01,1,1,On Time,4.4
O010202,2026-02-06,CU00534,S008,Website,DP04,3,3,On Time,5.0
O010203,2026-06-02,CU02916,S008,Website,DP02,3,3,On Time,4.9
O010204,2026-01-09,CU04819,S002,Physical Store,DP02,1,1,On Time,5.0
O010205,2026-06-05,CU04960,S001,Website,DP03,3,5,Delayed,3.5
O010206,2026-05-17,CU01544,S002,Corporate,DP04,1,3,Delayed,4.1
O010207,2026-05-20,CU00819,S005,Website,DP03,3,3,On Time,5.0
O010208,2026-05-26,CU01690,S008,Physical Store,DP03,1,1,On Time,4.6
O010209,2026-03-31,CU02294,S004,Mobile App,DP04,3,3,On Time,4.7
O010210,2026-03-15,CU01473,S006,Mobile App,DP01,3,3,On Time,5.0
O010211,2026-05-05,CU02202,S004,Mobile App,DP02,3,3,On Time,4.5
O010212,2026-02-20,CU00246,S008,Physical Store,DP03,1,1,On Time,4.8
O010213,2026-02-01,CU00815,S004,Physical Store,DP01,1,1,On Time,5.0
O010214,2026-03-29,CU03115,S003,Website,DP04,3,3,On Time,5.0
O010215,2026-06-25,CU00393,S001,Mobile App,DP01,3,3,On Time,5.0
O010216,2026-05-16,CU04259,S004,Mobile App,DP01,3,3,On Time,4.2
O010217,2026-06-07,CU04562,S008,Mobile App,DP05,3,3,On Time,5.0
O010218,2026-01-26,CU04608,S005,Website,DP04,3,3,On Time,5.0
O010219,2026-06-01,CU01171,S007,Website,DP02,3,3,On Time,5.0
O010220,2026-06-04,CU04944,S006,Website,DP03,3,3,On Time,5.0
O010221,2026-06-16,CU03228,S007,Corporate,DP01,1,1,On Time,4.7
O010222,2026-03-07,CU02563,S007,Website,DP02,3,3,On Time,4.3
O010223,2026-06-28,CU02194,S008,Physical Store,DP01,1,1,On Time,3.9
O010224,2026-03-14,CU03584,S009,Mobile App,DP03,3,3,On Time,5.0
O010225,2026-02-19,CU03341,S003,Website,DP04,3,3,On Time,4.4
O010226,2026-02-14,CU02344,S009,Corporate,DP01,1,1,On Time,4.3
O010227,2026-03-28,CU02362,S001,Mobile App,DP05,3,3,On Time,5.0
O010228,2026-02-02,CU02617,S004,Corporate,DP01,1,1,On Time,5.0
O010229,2026-01-19,CU02525,S005,Physical Store,DP02,1,1,On Time,5.0
O010230,2026-05-21,CU01143,S004,Physical Store,DP03,1,3,Delayed,3.5
O010231,2026-04-23,CU02582,S006,Corporate,DP03,1,1,On Time,4.7
O010232,2026-01-22,CU03635,S008,Mobile App,DP05,3,3,On Time,5.0
O010233,2026-05-28,CU04570,S004,Website,DP02,3,3,On Time,5.0
O010234,2026-04-07,CU04824,S007,Mobile App,DP03,3,3,On Time,5.0
O010235,2026-01-05,CU00588,S007,Mobile App,DP01,3,3,On Time,5.0
O010236,2026-05-06,CU01190,S008,Website,DP05,3,3,On Time,5.0
O010237,2026-03-19,CU04576,S009,Mobile App,DP01,3,3,On Time,4.9
O010238,2026-06-09,CU00061,S006,Website,DP05,3,3,On Time,5.0
O010239,2026-01-30,CU01841,S001,Corporate,DP02,1,1,On Time,5.0
O010240,2026-04-01,CU01303,S002,Website,DP03,3,3,On Time,4.9
O010241,2026-06-03,CU04684,S001,Physical Store,DP01,1,1,On Time,4.7
O010242,2026-03-23,CU04305,S001,Website,DP04,3,3,On Time,5.0
O010243,2026-03-29,CU00037,S006,Website,DP05,3,3,On Time,4.5
O010244,2026-05-12,CU01158,S001,Website,DP03,3,3,On Time,4.6
O010245,2026-04-15,CU04831,S006,Corporate,DP02,1,1,On Time,4.6
O010246,2026-03-08,CU02960,S006,Corporate,DP01,1,2,Delayed,4.4
O010247,2026-04-28,CU01421,S008,Website,DP05,3,3,On Time,4.4
O010248,2026-06-20,CU03324,S003,Physical Store,DP05,1,1,On Time,4.7
O010249,2026-01-30,CU00507,S006,Website,DP01,3,3,On Time,4.6
O010250,2026-04-21,CU01615,S009,Website,DP05,3,7,Delayed,1.8
O010251,2026-05-24,CU01268,S008,Corporate,DP03,1,1,On Time,5.0
O010252,2026-02-08,CU04926,S006,Physical Store,DP04,1,1,On Time,4.7
O010253,2026-03-27,CU00973,S004,Physical Store,DP04,1,1,On Time,5.0
O010254,2026-02-10,CU00450,S009,Mobile App,DP03,3,3,On Time,3.8
O010255,2026-01-31,CU04216,S007,Physical Store,DP01,1,1,On Time,4.6
O010256,2026-06-26,CU03381,S002,Corporate,DP05,1,1,On Time,5.0
O010257,2026-05-21,CU04730,S004,Mobile App,DP01,3,7,Delayed,1.6
O010258,2026-06-18,CU00212,S002,Website,DP02,3,3,On Time,5.0
O010259,2026-06-05,CU02332,S008,Website,DP03,3,3,On Time,5.0
O010260,2026-05-07,CU03602,S008,Physical Store,DP04,1,1,On Time,4.7
O010261,2026-03-05,CU01065,S007,Corporate,DP04,1,1,On Time,4.6
O010262,2026-04-27,CU01447,S006,Physical Store,DP02,1,3,Delayed,3.9
O010263,2026-01-19,CU03017,S007,Website,DP02,3,3,On Time,5.0
O010264,2026-04-21,CU01533,S004,Website,DP04,3,3,On Time,5.0
O010265,2026-04-24,CU02954,S003,Website,DP05,3,3,On Time,4.5
O010266,2026-01-25,CU01834,S001,Mobile App,DP03,3,3,On Time,4.9
O010267,2026-06-15,CU02408,S008,Physical Store,DP01,1,1,On Time,4.9
O010268,2026-05-01,CU03306,S002,Mobile App,DP04,3,3,On Time,4.8
O010269,2026-04-09,CU04742,S006,Physical Store,DP01,1,3,Delayed,3.2
O010270,2026-03-31,CU01357,S008,Mobile App,DP04,3,7,Delayed,2.4
O010271,2026-01-03,CU02254,S004,Mobile App,DP02,3,3,On Time,4.6
O010272,2026-05-10,CU03998,S002,Mobile App,DP02,3,5,Delayed,3.2
O010273,2026-01-05,CU02137,S003,Website,DP04,3,3,On Time,4.7
O010274,2026-01-20,CU00936,S007,Mobile App,DP01,3,3,On Time,5.0
O010275,2026-02-07,CU01123,S004,Mobile App,DP01,3,5,Delayed,3.5
O010276,2026-04-11,CU01510,S002,Physical Store,DP05,1,1,On Time,4.7
O010277,2026-05-08,CU00711,S007,Website,DP01,3,4,Delayed,4.9
O010278,2026-04-12,CU00994,S004,Physical Store,DP02,1,1,On Time,4.6
O010279,2026-02-05,CU00055,S007,Website,DP03,3,3,On Time,5.0
O010280,2026-06-23,CU01641,S008,Website,DP02,3,3,On Time,5.0
O010281,2026-04-09,CU02362,S006,Corporate,DP02,1,1,On Time,5.0
O010282,2026-04-23,CU03176,S008,Mobile App,DP02,3,3,On Time,5.0
O010283,2026-02-06,CU01757,S007,Website,DP02,3,3,On Time,5.0
O010284,2026-02-23,CU00776,S002,Website,DP05,3,3,On Time,4.9
O010285,2026-05-29,CU00356,S002,Physical Store,DP05,1,1,On Time,4.9
O010286,2026-05-29,CU03451,S006,Website,DP02,3,6,Delayed,2.9
O010287,2026-04-02,CU02743,S009,Mobile App,DP01,3,3,On Time,5.0
O010288,2026-03-11,CU00564,S006,Corporate,DP04,1,1,On Time,4.9
O010289,2026-03-25,CU02395,S009,Physical Store,DP04,1,1,On Time,5.0
O010290,2026-06-13,CU02893,S007,Corporate,DP03,1,1,On Time,5.0
O010291,2026-01-11,CU01527,S008,Website,DP02,3,3,On Time,4.4
O010292,2026-03-29,CU04121,S003,Mobile App,DP02,3,3,On Time,5.0
O010293,2026-03-28,CU04188,S004,Mobile App,DP02,3,3,On Time,5.0
O010294,2026-01-31,CU02377,S001,Physical Store,DP05,1,1,On Time,4.5
O010295,2026-04-11,CU01562,S009,Mobile App,DP04,3,3,On Time,4.1
O010296,2026-06-14,CU03020,S003,Physical Store,DP05,1,1,On Time,5.0
O010297,2026-03-01,CU04698,S001,Website,DP04,3,3,On Time,5.0
O010298,2026-03-02,CU04438,S009,Mobile App,DP01,3,3,On Time,4.6
O010299,2026-03-08,CU02945,S009,Mobile App,DP03,3,3,On Time,4.5
O010300,2026-06-06,CU03992,S002,Mobile App,DP03,3,3,On Time,5.0
O010301,2026-03-20,CU00542,S007,Physical Store,DP04,1,1,On Time,5.0
O010302,2026-03-12,CU02574,S002,Physical Store,DP04,1,1,On Time,5.0
O010303,2026-03-08,CU01154,S005,Mobile App,DP02,3,3,On Time,5.0
O010304,2026-05-08,CU03590,S002,Physical Store,DP04,1,1,On Time,5.0
O010305,2026-04-21,CU01747,S007,Physical Store,DP04,1,1,On Time,4.7
O010306,2026-01-16,CU01173,S002,Physical Store,DP03,1,1,On Time,5.0
O010307,2026-02-14,CU01300,S006,Website,DP04,3,3,On Time,5.0
O010308,2026-02-03,CU03733,S008,Physical Store,DP01,1,1,On Time,5.0
O010309,2026-02-13,CU03268,S005,Mobile App,DP02,3,3,On Time,5.0
O010310,2026-04-27,CU04505,S003,Physical Store,DP03,1,1,On Time,4.4
O010311,2026-05-05,CU04979,S009,Physical Store,DP04,1,2,Delayed,3.6
O010312,2026-04-13,CU00071,S009,Mobile App,DP05,3,3,On Time,5.0
O010313,2026-04-30,CU01223,S007,Physical Store,DP01,1,1,On Time,4.6
O010314,2026-06-19,CU04641,S003,Mobile App,DP01,3,3,On Time,5.0
O010315,2026-02-04,CU04915,S001,Physical Store,DP05,1,1,On Time,5.0
O010316,2026-05-06,CU00602,S003,Physical Store,DP01,1,1,On Time,5.0
O010317,2026-03-16,CU01489,S006,Website,DP05,3,3,On Time,5.0
O010318,2026-03-25,CU03162,S009,Website,DP03,3,3,On Time,5.0
O010319,2026-06-07,CU04981,S001,Website,DP03,3,3,On Time,5.0
O010320,2026-02-22,CU02895,S007,Corporate,DP01,1,1,On Time,4.7
O010321,2026-02-27,CU01812,S003,Website,DP02,3,3,On Time,4.8
O010322,2026-06-05,CU01773,S007,Physical Store,DP04,1,4,Delayed,4.1
O010323,2026-05-23,CU00001,S002,Physical Store,DP04,1,2,Delayed,4.1
O010324,2026-06-15,CU04645,S003,Mobile App,DP01,3,3,On Time,5.0
O010325,2026-02-19,CU02182,S001,Physical Store,DP03,1,1,On Time,5.0
O010326,2026-05-21,CU03324,S009,Website,DP02,3,3,On Time,5.0
O010327,2026-04-21,CU04965,S009,Website,DP01,3,3,On Time,4.5
O010328,2026-06-12,CU02778,S009,Physical Store,DP04,1,3,Delayed,3.9
O010329,2026-04-21,CU04617,S004,Corporate,DP04,1,1,On Time,4.7
O010330,2026-06-01,CU00909,S006,Website,DP03,3,4,Delayed,4.3
O010331,2026-04-30,CU01923,S007,Physical Store,DP02,1,4,Delayed,3.3
O010332,2026-03-06,CU01987,S007,Mobile App,DP02,3,3,On Time,4.8
O010333,2026-04-16,CU04043,S005,Website,DP01,3,3,On Time,5.0
O010334,2026-04-01,CU01838,S004,Physical Store,DP05,1,1,On Time,5.0
O010335,2026-05-26,CU03642,S001,Website,DP03,3,3,On Time,5.0
O010336,2026-01-26,CU00501,S009,Mobile App,DP04,3,6,Delayed,2.8
O010337,2026-06-06,CU01823,S004,Physical Store,DP01,1,1,On Time,4.8
O010338,2026-03-13,CU01332,S004,Website,DP05,3,3,On Time,4.5
O010339,2026-02-13,CU04347,S003,Corporate,DP01,1,1,On Time,4.0
O010340,2026-03-31,CU02953,S009,Website,DP02,3,3,On Time,4.9
O010341,2026-05-13,CU01627,S002,Corporate,DP01,1,1,On Time,5.0
O010342,2026-06-10,CU01228,S002,Physical Store,DP02,1,1,On Time,5.0
O010343,2026-05-04,CU02056,S002,Website,DP03,3,3,On Time,5.0
O010344,2026-01-05,CU02156,S004,Mobile App,DP03,3,3,On Time,5.0
O010345,2026-05-07,CU01878,S003,Physical Store,DP04,1,1,On Time,4.9
O010346,2026-04-23,CU04062,S001,Website,DP01,3,3,On Time,4.7
O010347,2026-04-21,CU02865,S004,Website,DP01,3,3,On Time,4.2
O010348,2026-06-13,CU02571,S002,Website,DP03,3,3,On Time,4.4
O010349,2026-03-18,CU01397,S009,Physical Store,DP01,1,4,Delayed,2.3
O010350,2026-01-13,CU04482,S009,Website,DP03,3,3,On Time,5.0
O010351,2026-06-02,CU04279,S002,Physical Store,DP03,1,3,Delayed,2.5
O010352,2026-02-27,CU02970,S008,Website,DP03,3,3,On Time,5.0
O010353,2026-05-10,CU03590,S006,Mobile App,DP03,3,3,On Time,5.0
O010354,2026-03-29,CU01892,S008,Website,DP04,3,3,On Time,5.0
O010355,2026-02-05,CU01274,S008,Website,DP05,3,3,On Time,4.4
O010356,2026-01-25,CU02246,S009,Physical Store,DP05,1,1,On Time,5.0
O010357,2026-02-03,CU03711,S001,Mobile App,DP01,3,3,On Time,4.6
O010358,2026-05-20,CU00037,S002,Mobile App,DP02,3,3,On Time,4.0
O010359,2026-01-19,CU02941,S003,Physical Store,DP01,1,1,On Time,5.0
O010360,2026-04-24,CU00421,S005,Corporate,DP04,1,3,Delayed,3.6
O010361,2026-04-16,CU03080,S008,Website,DP05,3,3,On Time,4.6
O010362,2026-02-06,CU04216,S008,Corporate,DP05,1,1,On Time,4.6
O010363,2026-04-17,CU04840,S008,Website,DP05,3,3,On Time,4.5
O010364,2026-05-09,CU03809,S006,Mobile App,DP04,3,3,On Time,4.3
O010365,2026-03-01,CU02420,S002,Corporate,DP03,1,1,On Time,5.0
O010366,2026-03-08,CU02281,S005,Corporate,DP04,1,1,On Time,5.0
O010367,2026-06-26,CU02335,S004,Physical Store,DP04,1,2,Delayed,4.1
O010368,2026-03-20,CU00738,S003,Mobile App,DP02,3,3,On Time,5.0
O010369,2026-06-23,CU01419,S005,Physical Store,DP01,1,1,On Time,4.4
O010370,2026-04-21,CU04548,S007,Corporate,DP04,1,5,Delayed,2.1
O010371,2026-02-17,CU02042,S009,Mobile App,DP01,3,3,On Time,5.0
O010372,2026-05-27,CU01786,S001,Mobile App,DP04,3,5,Delayed,3.9
O010373,2026-03-29,CU01063,S005,Corporate,DP02,1,1,On Time,5.0
O010374,2026-02-09,CU03569,S004,Mobile App,DP03,3,3,On Time,4.7
O010375,2026-05-14,CU00372,S001,Physical Store,DP05,1,1,On Time,4.7
O010376,2026-04-06,CU02597,S007,Mobile App,DP03,3,3,On Time,4.4
O010377,2026-06-12,CU01003,S002,Website,DP01,3,3,On Time,5.0
O010378,2026-03-02,CU02524,S007,Mobile App,DP04,3,3,On Time,4.7
O010379,2026-01-05,CU04501,S007,Physical Store,DP02,1,1,On Time,5.0
O010380,2026-02-06,CU01419,S006,Website,DP03,3,3,On Time,3.8
O010381,2026-05-19,CU04677,S009,Physical Store,DP03,1,1,On Time,5.0
O010382,2026-04-16,CU03202,S007,Mobile App,DP03,3,3,On Time,4.6
O010383,2026-04-09,CU00627,S008,Mobile App,DP03,3,3,On Time,5.0
O010384,2026-06-17,CU01822,S004,Physical Store,DP03,1,1,On Time,4.9
O010385,2026-01-08,CU04437,S004,Corporate,DP01,1,1,On Time,4.5
O010386,2026-03-28,CU04308,S007,Website,DP05,3,7,Delayed,1.2
O010387,2026-03-25,CU02962,S004,Corporate,DP05,1,1,On Time,5.0
O010388,2026-01-11,CU01647,S004,Physical Store,DP04,1,1,On Time,4.7
O010389,2026-03-12,CU02000,S002,Physical Store,DP01,1,1,On Time,4.5
O010390,2026-04-04,CU02636,S002,Corporate,DP03,1,1,On Time,4.4
O010391,2026-05-03,CU02344,S005,Corporate,DP03,1,1,On Time,5.0
O010392,2026-06-25,CU03160,S007,Physical Store,DP04,1,3,Delayed,3.1
O010393,2026-05-21,CU01010,S006,Website,DP03,3,3,On Time,4.5
O010394,2026-04-16,CU03219,S001,Mobile App,DP02,3,3,On Time,5.0
O010395,2026-02-18,CU04151,S009,Website,DP03,3,3,On Time,4.6
O010396,2026-01-07,CU02813,S002,Website,DP03,3,3,On Time,5.0
O010397,2026-04-11,CU03741,S003,Website,DP03,3,3,On Time,5.0
O010398,2026-06-02,CU04977,S004,Physical Store,DP04,1,2,Delayed,4.1
O010399,2026-05-31,CU04039,S007,Website,DP01,3,3,On Time,4.5
O010400,2026-02-20,CU03835,S007,Website,DP05,3,3,On Time,4.9
O010401,2026-06-24,CU01800,S002,Mobile App,DP04,3,5,Delayed,3.8
O010402,2026-01-05,CU02885,S006,Physical Store,DP03,1,1,On Time,5.0
O010403,2026-01-13,CU01323,S009,Mobile App,DP02,3,3,On Time,5.0
O010404,2026-02-11,CU02610,S009,Physical Store,DP01,1,1,On Time,4.7
O010405,2026-05-05,CU00725,S003,Physical Store,DP03,1,1,On Time,4.7
O010406,2026-05-13,CU02412,S003,Website,DP03,3,6,Delayed,2.5
O010407,2026-05-31,CU01316,S008,Physical Store,DP02,1,1,On Time,4.9
O010408,2026-03-03,CU01413,S001,Physical Store,DP03,1,1,On Time,5.0
O010409,2026-05-09,CU04849,S005,Physical Store,DP04,1,1,On Time,4.7
O010410,2026-03-15,CU03543,S005,Mobile App,DP01,3,6,Delayed,2.1
O010411,2026-04-24,CU01555,S007,Website,DP03,3,7,Delayed,1.9
O010412,2026-02-23,CU00426,S009,Mobile App,DP05,3,3,On Time,5.0
O010413,2026-04-26,CU03950,S002,Website,DP03,3,3,On Time,5.0
O010414,2026-05-11,CU04495,S008,Website,DP04,3,3,On Time,5.0
O010415,2026-03-24,CU00304,S006,Corporate,DP01,1,1,On Time,5.0
O010416,2026-06-28,CU00104,S005,Physical Store,DP02,1,1,On Time,4.7
O010417,2026-05-10,CU00364,S001,Physical Store,DP01,1,1,On Time,5.0
O010418,2026-02-18,CU04663,S002,Website,DP05,3,7,Delayed,1.7
O010419,2026-01-31,CU02848,S005,Website,DP01,3,3,On Time,5.0
O010420,2026-03-15,CU02724,S008,Corporate,DP01,1,4,Delayed,2.1
O010421,2026-04-27,CU03949,S009,Mobile App,DP05,3,3,On Time,4.4
O010422,2026-01-03,CU01109,S007,Website,DP01,3,3,On Time,5.0
O010423,2026-05-04,CU02416,S002,Mobile App,DP01,3,3,On Time,5.0
O010424,2026-06-12,CU01898,S003,Website,DP03,3,3,On Time,4.7
O010425,2026-03-26,CU04821,S009,Mobile App,DP05,3,3,On Time,4.7
O010426,2026-06-13,CU00715,S008,Physical Store,DP05,1,1,On Time,5.0
O010427,2026-03-05,CU02873,S006,Corporate,DP01,1,1,On Time,5.0
O010428,2026-06-09,CU01203,S003,Physical Store,DP03,1,1,On Time,5.0
O010429,2026-01-18,CU00092,S001,Physical Store,DP04,1,1,On Time,4.1
O010430,2026-02-03,CU01524,S006,Physical Store,DP02,1,3,Delayed,2.5
O010431,2026-02-25,CU04720,S006,Physical Store,DP01,1,2,Delayed,3.9
O010432,2026-03-08,CU03980,S007,Mobile App,DP03,3,3,On Time,5.0
O010433,2026-06-30,CU00169,S009,Website,DP01,3,4,Delayed,4.7
O010434,2026-04-01,CU01320,S001,Corporate,DP01,1,1,On Time,4.3
O010435,2026-03-08,CU02241,S008,Mobile App,DP03,3,3,On Time,5.0
O010436,2026-04-20,CU00870,S006,Physical Store,DP03,1,1,On Time,5.0
O010437,2026-06-16,CU02767,S002,Mobile App,DP04,3,9,Delayed,1.0
O010438,2026-06-15,CU03358,S007,Website,DP05,3,3,On Time,5.0
O010439,2026-02-09,CU03288,S009,Website,DP05,3,3,On Time,5.0
O010440,2026-05-27,CU00975,S001,Corporate,DP03,1,1,On Time,5.0
O010441,2026-05-13,CU04457,S008,Physical Store,DP02,1,1,On Time,4.3
O010442,2026-05-22,CU04139,S006,Physical Store,DP03,1,1,On Time,4.1
O010443,2026-04-01,CU02229,S002,Physical Store,DP05,1,1,On Time,5.0
O010444,2026-02-18,CU02559,S002,Physical Store,DP04,1,1,On Time,5.0
O010445,2026-03-05,CU02510,S001,Mobile App,DP03,3,3,On Time,5.0
O010446,2026-04-22,CU02334,S001,Website,DP02,3,3,On Time,4.6
O010447,2026-04-10,CU01321,S002,Mobile App,DP04,3,3,On Time,5.0
O010448,2026-04-14,CU01580,S006,Physical Store,DP02,1,1,On Time,4.5
