order_id,order_date,customer_id,product_id,store_id,channel,quantity,payment_method,unit_cost,list_price,category,discount_pct,unit_price,revenue,cost,gross_profit,gross_margin_pct
O010474,2026-03-05,CU02302,P0039,S006,Website,1,Cash,904.55,1438.69,Refrigerators,0.1101983360585598,1280.1487558959107,1280.15,904.55,375.6,29.34
O010475,2026-04-07,CU04675,P0072,S009,Mobile App,2,Transfer,719.02,915.34,Gaming,0.1038393240912315,820.2917130863322,1640.58,1438.04,202.54,12.35
O010476,2026-06-09,CU04410,P0060,S001,Website,3,Transfer,145.1,235.48,Small Appliances,0.12873074164757387,205.16648495682932,615.5,435.3,180.2,29.28
O010477,2026-05-17,CU03624,P0053,S009,Corporate,2,Transfer,80.61,125.16,Small Appliances,0.08198792680931247,114.89839108054645,229.8,161.22,68.58,29.84
O010478,2026-01-11,CU03296,P0076,S002,Website,2,Cash,664.4,1143.13,Gaming,0.08879842997551256,1041.6218507420924,2083.24,1328.8,754.44,36.21
O010479,2026-03-11,CU04527,P0008,S002,Corporate,3,Transfer,785.55,1162.11,Laptops,0.07527019561083682,1074.6377529786903,3223.91,2356.65,867.26,26.9
O010480,2026-06-07,CU01380,P0021,S002,Physical Store,3,Card,891.52,1232.24,TVs,0.1338917021876614,1067.2532888962762,3201.76,2674.56,527.2,16.47
O010481,2026-05-23,CU03499,P0056,S009,Website,2,Wallet,250.75,359.51,Small Appliances,0.06274975338771088,336.95083615958407,673.9,501.5,172.4,25.58
O010482,2026-02-17,CU01416,P0048,S007,Physical Store,2,Transfer,508.47,788.74,Air Conditioners,0.1058631438305995,705.241503935053,1410.48,1016.94,393.54,27.9
O010483,2026-04-04,CU02270,P0047,S001,Website,1,Wallet,346.24,509.04,Air Conditioners,0.03930145290985801,489.0339884107659,489.03,346.24,142.79,29.2
O010484,2026-03-17,CU02808,P0009,S001,Website,1,Wallet,629.19,942.0,Laptops,0.08412137984164389,862.7576601891715,862.76,629.19,233.57,27.07
O010485,2026-03-01,CU01800,P0078,S007,Mobile App,1,Card,428.47,676.0,Gaming,0.11383900881620337,599.0448300402466,599.04,428.47,170.57,28.47
O010486,2026-03-09,CU03609,P0001,S001,Corporate,1,Wallet,771.97,1237.09,Laptops,0.08932770155553077,1126.5835936826684,1126.58,771.97,354.61,31.48
O010487,2026-02-26,CU02814,P0055,S007,Mobile App,1,Transfer,133.71,182.6,Small Appliances,0.08237443525798759,167.55842812189147,167.56,133.71,33.85,20.2
O010488,2026-03-05,CU02003,P0031,S002,Physical Store,1,Wallet,1486.05,2253.59,Refrigerators,0.0525759750930172,2135.1053082901276,2135.11,1486.05,649.06,30.4
O010489,2026-03-21,CU02120,P0080,S008,Website,2,Transfer,309.8,419.88,Gaming,0.0662765853621942,392.0517873381219,784.1,619.6,164.5,20.98
O010490,2026-03-28,CU00456,P0011,S003,Website,2,Card,818.69,1384.91,Smartphones,0.026073291371391853,1348.800838046846,2697.6,1637.38,1060.22,39.3
O010491,2026-06-16,CU03147,P0066,S008,Physical Store,5,Wallet,302.97,498.93,Audio,0.03906017371989937,479.4417075259306,2397.21,1514.85,882.36,36.81
O010492,2026-04-30,CU04706,P0060,S003,Website,1,Cash,145.1,235.48,Small Appliances,0.02038767816023253,230.6791095468284,230.68,145.1,85.58,37.1
O010493,2026-05-23,CU02885,P0031,S004,Website,2,Card,1486.05,2253.59,Refrigerators,0.07216847368082217,2090.951849397636,4181.9,2972.1,1209.8,28.93
O010494,2026-03-20,CU00939,P0050,S003,Mobile App,3,Card,794.99,1174.43,Air Conditioners,0.02065122427018921,1150.176582680362,3450.53,2384.97,1065.56,30.88
O010495,2026-06-05,CU01685,P0060,S008,Physical Store,2,Wallet,145.1,235.48,Small Appliances,0.1046843542536357,210.82892826035385,421.66,290.2,131.46,31.18
O010496,2026-02-05,CU02566,P0062,S004,Corporate,1,Transfer,164.74,282.09,Audio,0.09514359473977316,255.25094335985736,255.25,164.74,90.51,35.46
O010497,2026-02-23,CU03410,P0039,S009,Physical Store,1,Card,904.55,1438.69,Refrigerators,0.07348216411837567,1332.971945304534,1332.97,904.55,428.42,32.14
O010498,2026-05-25,CU02086,P0003,S001,Physical Store,1,Card,718.1,1040.4,Laptops,0.11735601298855029,918.3028040867124,918.3,718.1,200.2,21.8
O010499,2026-04-10,CU02367,P0058,S004,Website,2,Cash,168.05,222.65,Small Appliances,0.021570739999750836,217.84727473905548,435.69,336.1,99.59,22.86
O010500,2026-03-27,CU00140,P0068,S004,Physical Store,2,Cash,399.04,489.19,Audio,0.10507283634405298,437.7894191888527,875.58,798.08,77.5,8.85
O010501,2026-01-22,CU00427,P0030,S002,Mobile App,1,Transfer,436.69,718.47,TVs,0.09468763415680927,650.4397754873573,650.44,436.69,213.75,32.86
O010502,2026-03-16,CU02903,P0067,S007,Corporate,2,Card,419.36,653.31,Audio,0.042667814191105304,625.434690310809,1250.87,838.72,412.15,32.95
O010503,2026-02-05,CU02018,P0068,S003,Website,1,Transfer,399.04,489.19,Audio,0.06569896050195449,457.0507255120489,457.05,399.04,58.01,12.69
O010504,2026-01-29,CU01219,P0058,S006,Physical Store,1,Card,168.05,222.65,Small Appliances,0.11778953723771135,196.42415953402357,196.42,168.05,28.37,14.44
O010505,2026-06-19,CU04311,P0077,S005,Website,5,Transfer,280.55,402.77,Gaming,0.1045468116149137,360.6616806858612,1803.31,1402.75,400.56,22.21
O010506,2026-06-09,CU01913,P0053,S009,Website,5,Wallet,80.61,125.16,Small Appliances,0.06378478470294303,117.17669634657965,585.88,403.05,182.83,31.21
O010507,2026-05-22,CU04637,P0014,S004,Physical Store,1,Transfer,716.69,1227.56,Smartphones,0.11207277701633143,1089.983941845832,1089.98,716.69,373.29,34.25
O010508,2026-01-18,CU03682,P0010,S005,Physical Store,1,Wallet,880.36,1310.46,Laptops,0.11308825045677895,1162.2623713064095,1162.26,880.36,281.9,24.25
O010509,2026-02-07,CU02437,P0078,S007,Website,1,Wallet,428.47,676.0,Gaming,0.06605782560351961,631.3449098920207,631.34,428.47,202.87,32.13
O010510,2026-04-11,CU01453,P0022,S008,Corporate,1,Transfer,1226.02,2075.0,TVs,0.04293137660251933,1985.9173935497724,1985.92,1226.02,759.9,38.26
O010511,2026-02-03,CU01718,P0063,S006,Corporate,2,Transfer,263.81,397.5,Audio,0.07469299751028274,367.8095334896626,735.62,527.62,208.0,28.28
O010512,2026-05-01,CU02200,P0061,S001,Corporate,2,Wallet,310.54,395.08,Audio,0.09287592990707853,358.38657761231144,716.77,621.08,95.69,13.35
O010513,2026-06-22,CU03175,P0046,S007,Physical Store,3,Cash,393.82,500.68,Air Conditioners,0.0846037510178257,458.32059394039504,1374.96,1181.46,193.5,14.07
O010514,2026-03-28,CU01429,P0037,S002,Mobile App,2,Wallet,696.8,1063.09,Refrigerators,0.048586683365337294,1011.4379827811434,2022.88,1393.6,629.28,31.11
O010515,2026-06-09,CU01312,P0021,S009,Website,5,Transfer,891.52,1232.24,TVs,0.14368205512900895,1055.1892243878299,5275.95,4457.6,818.35,15.51
O010516,2026-04-20,CU00747,P0003,S004,Corporate,2,Wallet,718.1,1040.4,Laptops,0.0904263338991447,946.3204422113299,1892.64,1436.2,456.44,24.12
O010517,2026-03-08,CU02790,P0019,S008,Physical Store,1,Card,429.03,687.15,Smartphones,0.07752163941277657,633.8810054775106,633.88,429.03,204.85,32.32
O010518,2026-02-12,CU03107,P0032,S004,Website,1,Card,614.96,814.41,Refrigerators,0.045341499786622635,777.4834291587766,777.48,614.96,162.52,20.9
O010519,2026-05-03,CU02915,P0079,S007,Physical Store,1,Wallet,647.24,926.57,Gaming,0.02545652277463634,902.9827496927052,902.98,647.24,255.74,28.32
O010520,2026-01-22,CU00754,P0024,S009,Physical Store,2,Card,1563.24,1925.98,TVs,0.04160422778219633,1845.8510893760456,3691.7,3126.48,565.22,15.31
O010521,2026-03-28,CU00484,P0073,S006,Website,1,Card,465.62,634.28,Gaming,0.059054951326511104,596.8226254726205,596.82,465.62,131.2,21.98
O010522,2026-03-18,CU03593,P0074,S001,Physical Store,1,Transfer,262.51,329.93,Gaming,0.09275261633802383,299.3281292915958,299.33,262.51,36.82,12.3
O010523,2026-05-05,CU00388,P0048,S008,Mobile App,3,Card,508.47,788.74,Air Conditioners,0.11271959985659023,699.833542809113,2099.5,1525.41,574.09,27.34
O010524,2026-04-06,CU01789,P0058,S002,Website,3,Wallet,168.05,222.65,Small Appliances,0.08797915253949563,203.0614416870813,609.18,504.15,105.03,17.24
O010525,2026-05-02,CU00545,P0040,S007,Mobile App,1,Card,1790.06,2397.14,Refrigerators,0.020611048097224343,2347.7324321642195,2347.73,1790.06,557.67,23.75
O010526,2026-06-06,CU02907,P0007,S006,Website,2,Transfer,802.5,1173.82,Laptops,0.1423913624431376,1006.6781709369961,2013.36,1605.0,408.36,20.28
O010527,2026-02-09,CU02966,P0046,S009,Website,2,Card,393.82,500.68,Air Conditioners,0.029495856281977366,485.9120146767396,971.82,787.64,184.18,18.95
O010528,2026-04-14,CU02747,P0015,S002,Corporate,2,Transfer,485.3,707.8,Smartphones,0.10045570716187728,636.6974504708232,1273.39,970.6,302.79,23.78
O010529,2026-06-22,CU04677,P0074,S002,Physical Store,3,Transfer,262.51,329.93,Gaming,0.06669944093641852,307.92385345184744,923.77,787.53,136.24,14.75
O010530,2026-04-29,CU01162,P0005,S009,Mobile App,1,Transfer,1427.65,1772.92,Laptops,0.04620970147328643,1690.993896063981,1690.99,1427.65,263.34,15.57
O010531,2026-05-18,CU04227,P0059,S006,Mobile App,1,Cash,181.01,221.82,Small Appliances,0.0850650257004633,202.95087599912324,202.95,181.01,21.94,10.81
O010532,2026-06-22,CU03323,P0070,S003,Website,3,Card,98.33,137.72,Audio,0.08399636727889759,126.15202029835022,378.46,294.99,83.47,22.06
O010533,2026-04-30,CU01659,P0022,S002,Physical Store,3,Card,1226.02,2075.0,TVs,0.03762299851286123,1996.9322780858129,5990.8,3678.06,2312.74,38.6
O010534,2026-01-17,CU04462,P0028,S001,Physical Store,2,Wallet,382.18,608.84,TVs,0.1080068413447022,543.0811147156916,1086.16,764.36,321.8,29.63
O010535,2026-04-12,CU00421,P0054,S005,Physical Store,3,Card,290.08,489.71,Small Appliances,0.11567921966680346,433.06072933696964,1299.18,870.24,428.94,33.02
O010536,2026-05-10,CU04520,P0019,S001,Website,2,Card,429.03,687.15,Smartphones,0.040356427311866665,659.4190809726508,1318.84,858.06,460.78,34.94
O010537,2026-05-25,CU01809,P0014,S007,Mobile App,2,Transfer,716.69,1227.56,Smartphones,0.1067637358197501,1096.5011084571076,2193.0,1433.38,759.62,34.64
O010538,2026-04-18,CU03988,P0048,S003,Corporate,1,Card,508.47,788.74,Air Conditioners,0.025278966930163998,768.8014676235025,768.8,508.47,260.33,33.86
O010539,2026-03-31,CU04066,P0007,S001,Website,1,Card,802.5,1173.82,Laptops,0.0626954830041972,1100.226788140013,1100.23,802.5,297.73,27.06
O010540,2026-04-29,CU02210,P0079,S004,Mobile App,1,Card,647.24,926.57,Gaming,0.05474264029605973,875.84711178088,875.85,647.24,228.61,26.1
O010541,2026-06-15,CU04191,P0032,S005,Corporate,2,Card,614.96,814.41,Refrigerators,0.06461773036343363,761.784674214716,1523.57,1229.92,293.65,19.27
O010542,2026-06-14,CU01186,P0022,S006,Corporate,2,Cash,1226.02,2075.0,TVs,0.17146517752211884,1719.2097566416032,3438.42,2452.04,986.38,28.69
O010543,2026-03-04,CU04931,P0046,S008,Corporate,2,Card,393.82,500.68,Air Conditioners,0.05101195369103638,475.1393350259719,950.28,787.64,162.64,17.11
O010544,2026-01-05,CU01820,P0013,S005,Website,1,Transfer,415.57,511.94,Smartphones,0.05654119383033822,482.99430123049666,482.99,415.57,67.42,13.96
O010545,2026-01-25,CU04559,P0022,S001,Physical Store,1,Transfer,1226.02,2075.0,TVs,0.0609343216613813,1948.5612825526337,1948.56,1226.02,722.54,37.08
O010546,2026-03-14,CU00931,P0010,S004,Mobile App,1,Card,880.36,1310.46,Laptops,0.05364943691427672,1240.154558901317,1240.15,880.36,359.79,29.01
O010547,2026-05-04,CU04777,P0044,S003,Physical Store,1,Card,432.33,658.71,Air Conditioners,0.08600118992867166,602.0601561820847,602.06,432.33,169.73,28.19
O010548,2026-01-22,CU03387,P0024,S008,Physical Store,2,Transfer,1563.24,1925.98,TVs,0.11334593571289861,1707.6779947356715,3415.36,3126.48,288.88,8.46
O010549,2026-04-03,CU01354,P0059,S007,Website,1,Cash,181.01,221.82,Small Appliances,0.025780410562511152,216.1013893290238,216.1,181.01,35.09,16.24
O010550,2026-02-04,CU00657,P0062,S003,Physical Store,1,Card,164.74,282.09,Audio,0.02636655164609019,274.6522594461544,274.65,164.74,109.91,40.02
O010551,2026-02-24,CU01206,P0072,S001,Website,2,Card,719.02,915.34,Gaming,0.1199399032320463,805.5542089755788,1611.11,1438.04,173.07,10.74
O010552,2026-05-08,CU02868,P0072,S001,Physical Store,1,Card,719.02,915.34,Gaming,0.09717216597686555,826.3944295947359,826.39,719.02,107.37,12.99
O010553,2026-01-20,CU00456,P0055,S004,Corporate,1,Card,133.71,182.6,Small Appliances,0.05724956307940331,172.14622978170095,172.15,133.71,38.44,22.33
O010554,2026-01-05,CU04371,P0049,S005,Corporate,1,Card,537.47,817.36,Air Conditioners,0.07187478379990438,758.6124267133101,758.61,537.47,221.14,29.15
O010555,2026-06-16,CU02085,P0050,S007,Physical Store,2,Wallet,794.99,1174.43,Air Conditioners,0.11270568070526232,1042.0650674093188,2084.13,1589.98,494.15,23.71
O010556,2026-03-04,CU02491,P0019,S001,Physical Store,2,Card,429.03,687.15,Smartphones,0.02989156772675651,666.6100092365592,1333.22,858.06,475.16,35.64
O010557,2026-02-01,CU00875,P0058,S004,Website,3,Card,168.05,222.65,Small Appliances,0.05360129091312289,210.7156725781932,632.15,504.15,128.0,20.25
O010558,2026-03-15,CU03108,P0048,S004,Website,3,Card,508.47,788.74,Air Conditioners,0.0942108858822912,714.4321058692017,2143.3,1525.41,617.89,28.83
O010559,2026-06-17,CU04164,P0072,S003,Physical Store,2,Transfer,719.02,915.34,Gaming,0.09986942123289468,823.9255239686822,1647.85,1438.04,209.81,12.73
O010560,2026-05-25,CU01434,P0012,S005,Mobile App,3,Card,720.32,1046.79,Smartphones,0.12023515554085114,920.9290415313924,2762.79,2160.96,601.83,21.78
O010561,2026-04-11,CU04456,P0020,S005,Website,3,Card,944.29,1372.63,Smartphones,0.059928083642731944,1290.370914549477,3871.11,2832.87,1038.24,26.82
O010562,2026-03-20,CU03193,P0045,S002,Mobile App,2,Card,472.94,643.07,Air Conditioners,0.11535294591165993,568.889981072589,1137.78,945.88,191.9,16.87
O010563,2026-06-09,CU03739,P0026,S005,Website,3,Wallet,1099.51,1883.52,TVs,0.15767768734787765,1586.5309223265253,4759.59,3298.53,1461.06,30.7
O010564,2026-01-23,CU04030,P0031,S006,Website,1,Transfer,1486.05,2253.59,Refrigerators,0.11754597166725486,1988.6895737103912,1988.69,1486.05,502.64,25.27
O010565,2026-02-25,CU00575,P0059,S001,Website,3,Wallet,181.01,221.82,Small Appliances,0.07068839594686381,206.13990001106666,618.42,543.03,75.39,12.19
O010566,2026-05-17,CU01096,P0003,S004,Website,1,Card,718.1,1040.4,Laptops,0.14033141612110558,894.3991946676018,894.4,718.1,176.3,19.71
O010567,2026-04-16,CU02896,P0018,S009,Physical Store,3,Card,747.7,1096.27,Smartphones,0.08935542298899744,998.3123304398517,2994.94,2243.1,751.84,25.1
O010568,2026-03-10,CU01989,P0021,S006,Website,1,Cash,891.52,1232.24,TVs,0.0599752849213771,1158.3360549084823,1158.34,891.52,266.82,23.03
O010569,2026-01-22,CU00290,P0057,S008,Physical Store,1,Cash,295.92,493.69,Small Appliances,0.05675331615862851,465.6714553456467,465.67,295.92,169.75,36.45
O010570,2026-02-01,CU02468,P0042,S008,Website,1,Transfer,1022.85,1323.42,Air Conditioners,0.021681207406403207,1294.7266564942179,1294.73,1022.85,271.88,21.0
O010571,2026-06-24,CU01589,P0062,S006,Physical Store,2,Card,164.74,282.09,Audio,0.07212436515668959,261.7444378329494,523.49,329.48,194.01,37.06
O010572,2026-01-02,CU01479,P0030,S008,Corporate,1,Cash,436.69,718.47,TVs,0.042703421812703805,687.7888725302267,687.79,436.69,251.1,36.51
O010573,2026-05-03,CU00805,P0061,S001,Website,1,Transfer,310.54,395.08,Audio,0.058458808773639806,371.98409382971033,371.98,310.54,61.44,16.52
O010574,2026-03-26,CU00612,P0036,S003,Mobile App,1,Cash,1007.31,1469.57,Refrigerators,0.05720967955503545,1385.4963712163064,1385.5,1007.31,378.19,27.3
O010575,2026-06-29,CU00472,P0055,S005,Mobile App,3,Transfer,133.71,182.6,Small Appliances,0.06139234895428073,171.38975708094833,514.17,401.13,113.04,21.98
O010576,2026-01-14,CU01970,P0004,S007,Physical Store,1,Wallet,702.13,1200.34,Laptops,0.10396394077376354,1075.5479233316205,1075.55,702.13,373.42,34.72
O010577,2026-02-06,CU04465,P0015,S009,Website,1,Card,485.3,707.8,Smartphones,0.11611047478299617,625.6170059485953,625.62,485.3,140.32,22.43
O010578,2026-01-27,CU00410,P0071,S004,Website,1,Cash,704.19,1088.5,Gaming,0.07386974904769858,1008.0927781615801,1008.09,704.19,303.9,30.15
O010579,2026-06-01,CU01626,P0057,S008,Mobile App,3,Card,295.92,493.69,Small Appliances,0.12380072730811849,432.570818935255,1297.71,887.76,409.95,31.59
O010580,2026-03-05,CU03960,P0063,S001,Mobile App,2,Transfer,263.81,397.5,Audio,0.10157234335537133,357.1249935162399,714.25,527.62,186.63,26.13
O010581,2026-03-11,CU03575,P0077,S004,Mobile App,1,Transfer,280.55,402.77,Gaming,0.11296112632620323,357.2726471495951,357.27,280.55,76.72,21.47
O010582,2026-06-03,CU00161,P0064,S005,Corporate,5,Wallet,104.14,139.63,Audio,0.1276795219891637,121.80210834465306,609.01,520.7,88.31,14.5
O010583,2026-01-15,CU02726,P0017,S003,Website,1,Wallet,421.24,656.03,Smartphones,0.025396784173913483,639.3689476783875,639.37,421.24,218.13,34.12
O010584,2026-01-29,CU03867,P0053,S001,Website,2,Transfer,80.61,125.16,Small Appliances,0.04295834019731309,119.7833341409043,239.57,161.22,78.35,32.7
O010585,2026-03-15,CU04109,P0040,S006,Physical Store,1,Transfer,1790.06,2397.14,Refrigerators,0.07663216019705603,2213.441983505229,2213.44,1790.06,423.38,19.13
O010586,2026-01-28,CU03479,P0070,S006,Physical Store,1,Transfer,98.33,137.72,Audio,0.08985219354314687,125.34555590523782,125.35,98.33,27.02,21.56
O010587,2026-02-28,CU01987,P0050,S003,Mobile App,2,Card,794.99,1174.43,Air Conditioners,0.1062248209066728,1049.6763835825764,2099.35,1589.98,509.37,24.26
O010588,2026-03-14,CU01879,P0068,S006,Mobile App,1,Wallet,399.04,489.19,Audio,0.025985947651928135,476.47793426815326,476.48,399.04,77.44,16.25
O010589,2026-05-29,CU03427,P0015,S008,Mobile App,2,Cash,485.3,707.8,Smartphones,0.08766389331164157,645.7514963140201,1291.5,970.6,320.9,24.85
O010590,2026-01-10,CU03318,P0072,S001,Corporate,1,Transfer,719.02,915.34,Gaming,0.03828375649132745,880.2973463332283,880.3,719.02,161.28,18.32
O010591,2026-05-12,CU04535,P0034,S005,Physical Store,2,Card,1059.44,1389.27,Refrigerators,0.1049564934995911,1243.457092275823,2486.91,2118.88,368.03,14.8
O010592,2026-03-03,CU00421,P0030,S003,Mobile App,2,Card,436.69,718.47,TVs,0.050924258808352066,681.8824477739633,1363.76,873.38,490.38,35.96
O010593,2026-05-12,CU03894,P0073,S007,Website,2,Card,465.62,634.28,Gaming,0.027852403985994183,616.6137771997636,1233.23,931.24,301.99,24.49
O010594,2026-05-07,CU00500,P0024,S001,Mobile App,2,Card,1563.24,1925.98,TVs,0.09991106960441878,1733.5532781632817,3467.11,3126.48,340.63,9.82
O010595,2026-01-06,CU00246,P0008,S008,Physical Store,3,Wallet,785.55,1162.11,Laptops,0.0392290964281678,1116.5214747498617,3349.56,2356.65,992.91,29.64
O010596,2026-03-21,CU04442,P0057,S006,Physical Store,1,Card,295.92,493.69,Small Appliances,0.03258686469447421,477.602190768985,477.6,295.92,181.68,38.04
O010597,2026-03-13,CU00480,P0070,S006,Physical Store,1,Wallet,98.33,137.72,Audio,0.05474853153169765,130.18003223745458,130.18,98.33,31.85,24.47
O010598,2026-01-16,CU01334,P0025,S008,Physical Store,2,Card,964.47,1571.25,TVs,0.09232003813628646,1426.19214007836,2852.38,1928.94,923.44,32.37
O010599,2026-02-07,CU02568,P0077,S003,Physical Store,2,Transfer,280.55,402.77,Gaming,0.03701077440540262,387.863170392736,775.73,561.1,214.63,27.67
O010600,2026-06-26,CU04266,P0034,S006,Website,2,Transfer,1059.44,1389.27,Refrigerators,0.08442656061857734,1271.9787121294291,2543.96,2118.88,425.08,16.71
O010601,2026-03-06,CU04215,P0025,S009,Mobile App,1,Cash,964.47,1571.25,TVs,0.05537625821416957,1484.240054280986,1484.24,964.47,519.77,35.02
O010602,2026-05-06,CU00758,P0018,S001,Physical Store,1,Card,747.7,1096.27,Smartphones,0.0206236062407342,1073.6609591864703,1073.66,747.7,325.96,30.36
O010603,2026-03-24,CU02111,P0073,S008,Mobile App,1,Transfer,465.62,634.28,Gaming,0.05372821355459127,600.2012687065939,600.2,465.62,134.58,22.42
O010604,2026-06-27,CU00109,P0070,S004,Physical Store,3,Card,98.33,137.72,Audio,0.08354488086299061,126.21419900754893,378.64,294.99,83.65,22.09
O010605,2026-01-17,CU00746,P0014,S004,Website,2,Card,716.69,1227.56,Smartphones,0.04046532638292238,1177.8863839453797,2355.77,1433.38,922.39,39.15
O010606,2026-04-23,CU01517,P0006,S008,Physical Store,3,Card,562.05,900.7,Laptops,0.04267337842457573,862.2640880529847,2586.79,1686.15,900.64,34.82
O010607,2026-06-05,CU01624,P0036,S008,Website,3,Transfer,1007.31,1469.57,Refrigerators,0.04546177559793825,1402.7607384345379,4208.28,3021.93,1186.35,28.19
O010608,2026-06-21,CU04513,P0036,S009,Mobile App,2,Card,1007.31,1469.57,Refrigerators,0.06379424222336409,1375.8198954558109,2751.64,2014.62,737.02,26.78
O010609,2026-05-20,CU01349,P0075,S008,Mobile App,3,Card,552.95,826.11,Gaming,0.0976315468833543,745.4556028041922,2236.37,1658.85,577.52,25.82
O010610,2026-03-11,CU03312,P0018,S001,Website,2,Transfer,747.7,1096.27,Smartphones,0.09259818941384253,994.7573828912867,1989.51,1495.4,494.11,24.84
O010611,2026-03-12,CU00710,P0015,S002,Physical Store,3,Wallet,485.3,707.8,Smartphones,0.1137827149701535,627.2645943441254,1881.79,1455.9,425.89,22.63
O010612,2026-05-11,CU03588,P0016,S008,Physical Store,1,Card,475.65,609.83,Smartphones,0.10554330116577516,545.4665286500754,545.47,475.65,69.82,12.8
O010613,2026-02-18,CU04714,P0076,S005,Mobile App,1,Cash,664.4,1143.13,Gaming,0.030758271697341605,1107.969296874618,1107.97,664.4,443.57,40.03
O010614,2026-01-21,CU04348,P0014,S004,Physical Store,1,Wallet,716.69,1227.56,Smartphones,0.09473913387525836,1111.2620288200878,1111.26,716.69,394.57,35.51
O010615,2026-05-16,CU00738,P0047,S002,Mobile App,2,Card,346.24,509.04,Air Conditioners,0.07386640427042375,471.4390455701835,942.88,692.48,250.4,26.56
O010616,2026-03-05,CU02552,P0054,S002,Website,1,Card,290.08,489.71,Small Appliances,0.07401046393983482,453.4663357040235,453.47,290.08,163.39,36.03
O010617,2026-06-07,CU02202,P0058,S006,Physical Store,3,Wallet,168.05,222.65,Small Appliances,0.06601177934920092,207.95247732790043,623.86,504.15,119.71,19.19
O010618,2026-02-01,CU04694,P0077,S002,Mobile App,1,Wallet,280.55,402.77,Gaming,0.06682754917282632,375.85386801966075,375.85,280.55,95.3,25.36
O010619,2026-01-20,CU01442,P0030,S005,Physical Store,2,Transfer,436.69,718.47,TVs,0.0917214801442267,652.5708681607775,1305.14,873.38,431.76,33.08
O010620,2026-01-16,CU00684,P0046,S009,Website,2,Transfer,393.82,500.68,Air Conditioners,0.0962657434376566,452.4816675756341,904.96,787.64,117.32,12.96
O010621,2026-06-02,CU01921,P0016,S004,Website,2,Card,475.65,609.83,Smartphones,0.12503098570888915,533.5823539851482,1067.16,951.3,115.86,10.86
O010622,2026-03-01,CU02208,P0001,S006,Website,1,Card,771.97,1237.09,Laptops,0.09052064047970121,1125.1078208689664,1125.11,771.97,353.14,31.39
O010623,2026-06-22,CU03352,P0041,S004,Website,2,Wallet,1272.84,1644.61,Air Conditioners,0.10593592917567973,1470.3867115183853,2940.77,2545.68,395.09,13.43
O010624,2026-05-17,CU02220,P0027,S008,Website,1,Transfer,801.84,1277.44,TVs,0.1712102467465643,1058.729182396069,1058.73,801.84,256.89,24.26
O010625,2026-06-28,CU03985,P0077,S007,Mobile App,2,Cash,280.55,402.77,Gaming,0.07753359652695847,371.5417933268369,743.08,561.1,181.98,24.49
O010626,2026-04-13,CU03416,P0062,S001,Website,1,Cash,164.74,282.09,Audio,0.04365519778785298,269.7753052560245,269.78,164.74,105.04,38.94
O010627,2026-03-02,CU00271,P0028,S002,Mobile App,2,Wallet,382.18,608.84,TVs,0.05472894217863079,575.5188308439625,1151.04,764.36,386.68,33.59
O010628,2026-06-17,CU01890,P0020,S007,Physical Store,3,Transfer,944.29,1372.63,Smartphones,0.12213108100639707,1204.9892142781894,3614.97,2832.87,782.1,21.64
O010629,2026-04-14,CU04725,P0055,S009,Website,3,Card,133.71,182.6,Small Appliances,0.0396582377365631,175.3584057893036,526.08,401.13,124.95,23.75
O010630,2026-03-02,CU01280,P0051,S001,Website,2,Transfer,71.82,88.55,Small Appliances,0.03168630637976777,85.74417757007156,171.49,143.64,27.85,16.24
O010631,2026-03-17,CU03995,P0069,S006,Mobile App,1,Card,255.42,400.31,Audio,0.11131712524989068,355.74864159121626,355.75,255.42,100.33,28.2
O010632,2026-01-15,CU03465,P0073,S003,Website,1,Transfer,465.62,634.28,Gaming,0.0491974702935743,603.0750285421917,603.08,465.62,137.46,22.79
O010633,2026-06-30,CU02831,P0034,S005,Mobile App,2,Wallet,1059.44,1389.27,Refrigerators,0.128745905381627,1210.407176030467,2420.81,2118.88,301.93,12.47
O010634,2026-05-12,CU01568,P0027,S007,Mobile App,1,Cash,801.84,1277.44,TVs,0.09060269651133508,1161.70049136856,1161.7,801.84,359.86,30.98
O010635,2026-05-31,CU02038,P0038,S002,Physical Store,3,Card,1033.6,1615.43,Refrigerators,0.06531403860131826,1509.9197426222725,4529.76,3100.8,1428.96,31.55
O010636,2026-06-04,CU00794,P0029,S004,Website,2,Transfer,1329.86,1738.15,TVs,0.11112940378634081,1544.9904268087716,3089.98,2659.72,430.26,13.92
O010637,2026-04-13,CU01031,P0035,S001,Physical Store,1,Card,1206.54,1710.3,Refrigerators,0.049035070642926094,1626.4353186794035,1626.44,1206.54,419.9,25.82
O010638,2026-06-14,CU00860,P0020,S004,Physical Store,5,Cash,944.29,1372.63,Smartphones,0.12450546223857224,1201.7300673674686,6008.65,4721.45,1287.2,21.42
O010639,2026-06-20,CU04535,P0019,S003,Website,3,Wallet,429.03,687.15,Smartphones,0.08542509793057584,628.4501439570048,1885.35,1287.09,598.26,31.73
O010640,2026-06-14,CU00551,P0005,S003,Corporate,3,Card,1427.65,1772.92,Laptops,0.09098647025974416,1611.6082671470945,4834.82,4282.95,551.87,11.41
O010641,2026-06-06,CU01566,P0025,S001,Physical Store,3,Cash,964.47,1571.25,TVs,0.08239354935752968,1441.7891355719817,4325.37,2893.41,1431.96,33.11
