customer_id,customer_name,segment,region,acquisition_channel
CU01150,Customer 01150,Home Makers,Central,Referral
CU01151,Customer 01151,Value Seekers,North,Store
CU01152,Customer 01152,Professionals,East,Social
CU01153,Customer 01153,Corporate,West,Website
CU01154,Customer 01154,Premium,Central,Social
CU01155,Customer 01155,Value Seekers,West,Referral
CU01156,Customer 01156,Premium,Central,Store
CU01157,Customer 01157,Corporate,West,Store
CU01158,Customer 01158,Value Seekers,West,Store
CU01159,Customer 01159,Corporate,Central,Store
CU01160,Customer 01160,Professionals,West,Corporate Sales
CU01161,Customer 01161,Premium,East,Store
CU01162,Customer 01162,Gamers,Central,Referral
CU01163,Customer 01163,Home Makers,North,Social
CU01164,Customer 01164,Professionals,West,Store
CU01165,Customer 01165,Corporate,North,Referral
CU01166,Customer 01166,Corporate,North,Website
CU01167,Customer 01167,Professionals,West,Website
CU01168,Customer 01168,Corporate,West,Social
CU01169,Customer 01169,Professionals,West,Store
CU01170,Customer 01170,Value Seekers,East,Social
CU01171,Customer 01171,Corporate,Central,Store
CU01172,Customer 01172,Premium,North,Website
CU01173,Customer 01173,Value Seekers,West,Referral
CU01174,Customer 01174,Value Seekers,Central,Corporate Sales
CU01175,Customer 01175,Professionals,East,Website
CU01176,Customer 01176,Professionals,North,Referral
CU01177,Customer 01177,Home Makers,Central,Website
CU01178,Customer 01178,Value Seekers,West,Website
CU01179,Customer 01179,Home Makers,West,Social
CU01180,Customer 01180,Home Makers,North,Website
CU01181,Customer 01181,Gamers,Central,Referral
CU01182,Customer 01182,Value Seekers,East,Corporate Sales
CU01183,Customer 01183,Value Seekers,West,Store
CU01184,Customer 01184,Value Seekers,West,Referral
CU01185,Customer 01185,Premium,Central,Store
CU01186,Customer 01186,Premium,West,Social
CU01187,Customer 01187,Premium,Central,Website
CU01188,Customer 01188,Premium,West,Store
CU01189,Customer 01189,Premium,East,Social
CU01190,Customer 01190,Premium,North,Social
CU01191,Customer 01191,Professionals,Central,Store
CU01192,Customer 01192,Corporate,West,Corporate Sales
CU01193,Customer 01193,Home Makers,West,Website
CU01194,Customer 01194,Premium,East,Social
CU01195,Customer 01195,Professionals,East,Website
CU01196,Customer 01196,Gamers,West,Store
CU01197,Customer 01197,Value Seekers,West,Referral
CU01198,Customer 01198,Home Makers,Central,Referral
CU01199,Customer 01199,Professionals,North,Social
CU01200,Customer 01200,Home Makers,Central,Website
CU01201,Customer 01201,Home Makers,Central,Store
CU01202,Customer 01202,Home Makers,West,Referral
CU01203,Customer 01203,Corporate,North,Corporate Sales
CU01204,Customer 01204,Value Seekers,West,Website
CU01205,Customer 01205,Home Makers,West,Website
CU01206,Customer 01206,Value Seekers,Central,Social
CU01207,Customer 01207,Value Seekers,North,Referral
CU01208,Customer 01208,Premium,East,Corporate Sales
CU01209,Customer 01209,Value Seekers,North,Referral
CU01210,Customer 01210,Gamers,West,Store
CU01211,Customer 01211,Value Seekers,East,Referral
CU01212,Customer 01212,Professionals,North,Referral
CU01213,Customer 01213,Home Makers,East,Store
CU01214,Customer 01214,Premium,West,Website
CU01215,Customer 01215,Professionals,Central,Website
CU01216,Customer 01216,Home Makers,North,Store
CU01217,Customer 01217,Gamers,West,Social
CU01218,Customer 01218,Value Seekers,Central,Website
CU01219,Customer 01219,Value Seekers,Central,Corporate Sales
CU01220,Customer 01220,Gamers,East,Referral
CU01221,Customer 01221,Value Seekers,West,Store
CU01222,Customer 01222,Home Makers,East,Store
CU01223,Customer 01223,Professionals,Central,Social
CU01224,Customer 01224,Value Seekers,West,Referral
CU01225,Customer 01225,Corporate,West,Store
CU01226,Customer 01226,Home Makers,West,Referral
CU01227,Customer 01227,Gamers,West,Website
CU01228,Customer 01228,Professionals,North,Corporate Sales
CU01229,Customer 01229,Corporate,West,Store
CU01230,Customer 01230,Home Makers,East,Store
CU01231,Customer 01231,Corporate,West,Store
CU01232,Customer 01232,Professionals,Central,Website
CU01233,Customer 01233,Gamers,East,Store
CU01234,Customer 01234,Professionals,Central,Website
CU01235,Customer 01235,Gamers,West,Referral
CU01236,Customer 01236,Gamers,West,Website
CU01237,Customer 01237,Professionals,West,Store
CU01238,Customer 01238,Value Seekers,North,Referral
CU01239,Customer 01239,Premium,North,Store
CU01240,Customer 01240,Gamers,North,Website
CU01241,Customer 01241,Premium,Central,Corporate Sales
CU01242,Customer 01242,Professionals,West,Store
CU01243,Customer 01243,Corporate,West,Website
CU01244,Customer 01244,Premium,West,Referral
CU01245,Customer 01245,Premium,West,Website
CU01246,Customer 01246,Value Seekers,West,Website
CU01247,Customer 01247,Gamers,West,Corporate Sales
CU01248,Customer 01248,Gamers,West,Store
CU01249,Customer 01249,Professionals,Central,Referral
CU01250,Customer 01250,Gamers,North,Social
CU01251,Customer 01251,Value Seekers,Central,Website
CU01252,Customer 01252,Professionals,Central,Corporate Sales
CU01253,Customer 01253,Premium,West,Referral
CU01254,Customer 01254,Value Seekers,North,Website
CU01255,Customer 01255,Value Seekers,North,Social
CU01256,Customer 01256,Home Makers,West,Referral
CU01257,Customer 01257,Gamers,North,Social
CU01258,Customer 01258,Value Seekers,East,Website
CU01259,Customer 01259,Professionals,West,Referral
CU01260,Customer 01260,Home Makers,East,Website
CU01261,Customer 01261,Premium,West,Store
CU01262,Customer 01262,Professionals,East,Website
CU01263,Customer 01263,Value Seekers,Central,Website
CU01264,Customer 01264,Professionals,West,Website
CU01265,Customer 01265,Value Seekers,Central,Store
CU01266,Customer 01266,Value Seekers,West,Website
CU01267,Customer 01267,Value Seekers,West,Store
CU01268,Customer 01268,Professionals,North,Corporate Sales
CU01269,Customer 01269,Professionals,Central,Corporate Sales
CU01270,Customer 01270,Value Seekers,East,Social
CU01271,Customer 01271,Value Seekers,West,Social
CU01272,Customer 01272,Gamers,West,Social
CU01273,Customer 01273,Home Makers,West,Store
CU01274,Customer 01274,Professionals,Central,Store
CU01275,Customer 01275,Value Seekers,West,Store
CU01276,Customer 01276,Premium,Central,Website
CU01277,Customer 01277,Value Seekers,Central,Website
CU01278,Customer 01278,Professionals,East,Website
CU01279,Customer 01279,Value Seekers,North,Website
CU01280,Customer 01280,Corporate,East,Store
CU01281,Customer 01281,Home Makers,East,Social
CU01282,Customer 01282,Gamers,East,Social
CU01283,Customer 01283,Home Makers,West,Store
CU01284,Customer 01284,Professionals,East,Website
CU01285,Customer 01285,Gamers,East,Website
CU01286,Customer 01286,Premium,North,Store
CU01287,Customer 01287,Value Seekers,North,Store
CU01288,Customer 01288,Home Makers,West,Corporate Sales
CU01289,Customer 01289,Home Makers,West,Website
CU01290,Customer 01290,Premium,West,Website
CU01291,Customer 01291,Gamers,West,Social
CU01292,Customer 01292,Professionals,West,Store
CU01293,Customer 01293,Corporate,North,Corporate Sales
CU01294,Customer 01294,Gamers,West,Social
CU01295,Customer 01295,Premium,North,Store
CU01296,Customer 01296,Home Makers,Central,Referral
CU01297,Customer 01297,Professionals,East,Website
CU01298,Customer 01298,Gamers,East,Corporate Sales
CU01299,Customer 01299,Value Seekers,East,Store
CU01300,Customer 01300,Corporate,West,Website
CU01301,Customer 01301,Professionals,West,Store
CU01302,Customer 01302,Gamers,West,Website
CU01303,Customer 01303,Value Seekers,West,Store
CU01304,Customer 01304,Gamers,West,Website
CU01305,Customer 01305,Premium,Central,Corporate Sales
CU01306,Customer 01306,Value Seekers,North,Referral
CU01307,Customer 01307,Value Seekers,East,Website
CU01308,Customer 01308,Premium,East,Referral
CU01309,Customer 01309,Professionals,North,Social
CU01310,Customer 01310,Value Seekers,Central,Social
CU01311,Customer 01311,Home Makers,North,Social
CU01312,Customer 01312,Home Makers,East,Referral
CU01313,Customer 01313,Professionals,North,Referral
CU01314,Customer 01314,Premium,North,Corporate Sales
CU01315,Customer 01315,Home Makers,West,Store
CU01316,Customer 01316,Corporate,West,Store
CU01317,Customer 01317,Home Makers,West,Referral
CU01318,Customer 01318,Value Seekers,East,Referral
CU01319,Customer 01319,Professionals,East,Website
CU01320,Customer 01320,Gamers,East,Store
CU01321,Customer 01321,Value Seekers,Central,Social
CU01322,Customer 01322,Value Seekers,East,Website
CU01323,Customer 01323,Premium,West,Social
CU01324,Customer 01324,Gamers,Central,Website
CU01325,Customer 01325,Professionals,Central,Website
CU01326,Customer 01326,Home Makers,West,Social
CU01327,Customer 01327,Premium,North,Website
CU01328,Customer 01328,Gamers,West,Website
CU01329,Customer 01329,Gamers,Central,Website
CU01330,Customer 01330,Home Makers,East,Website
CU01331,Customer 01331,Professionals,East,Corporate Sales
CU01332,Customer 01332,Value Seekers,West,Store
CU01333,Customer 01333,Home Makers,East,Social
CU01334,Customer 01334,Professionals,East,Social
CU01335,Customer 01335,Home Makers,Central,Website
CU01336,Customer 01336,Professionals,North,Store
CU01337,Customer 01337,Value Seekers,West,Store
CU01338,Customer 01338,Home Makers,East,Social
CU01339,Customer 01339,Home Makers,Central,Website
CU01340,Customer 01340,Professionals,West,Corporate Sales
CU01341,Customer 01341,Home Makers,North,Referral
CU01342,Customer 01342,Home Makers,North,Store
CU01343,Customer 01343,Corporate,West,Referral
CU01344,Customer 01344,Home Makers,North,Corporate Sales
CU01345,Customer 01345,Home Makers,West,Store
CU01346,Customer 01346,Home Makers,East,Website
CU01347,Customer 01347,Value Seekers,Central,Store
CU01348,Customer 01348,Corporate,North,Social
CU01349,Customer 01349,Gamers,West,Referral
CU01350,Customer 01350,Home Makers,North,Referral
CU01351,Customer 01351,Professionals,East,Website
CU01352,Customer 01352,Premium,West,Social
CU01353,Customer 01353,Value Seekers,West,Referral
CU01354,Customer 01354,Value Seekers,West,Website
CU01355,Customer 01355,Gamers,Central,Referral
CU01356,Customer 01356,Professionals,North,Website
CU01357,Customer 01357,Home Makers,West,Website
CU01358,Customer 01358,Corporate,East,Social
CU01359,Customer 01359,Value Seekers,North,Social
CU01360,Customer 01360,Gamers,Central,Store
CU01361,Customer 01361,Professionals,Central,Website
CU01362,Customer 01362,Value Seekers,Central,Website
CU01363,Customer 01363,Value Seekers,North,Referral
CU01364,Customer 01364,Home Makers,West,Corporate Sales
CU01365,Customer 01365,Value Seekers,West,Store
CU01366,Customer 01366,Corporate,North,Corporate Sales
CU01367,Customer 01367,Premium,Central,Website
CU01368,Customer 01368,Professionals,West,Store
CU01369,Customer 01369,Home Makers,North,Social
CU01370,Customer 01370,Corporate,West,Website
CU01371,Customer 01371,Home Makers,North,Store
CU01372,Customer 01372,Value Seekers,West,Referral
CU01373,Customer 01373,Value Seekers,West,Store
CU01374,Customer 01374,Gamers,East,Social
CU01375,Customer 01375,Home Makers,Central,Social
CU01376,Customer 01376,Gamers,West,Store
CU01377,Customer 01377,Gamers,North,Website
CU01378,Customer 01378,Gamers,East,Social
CU01379,Customer 01379,Professionals,East,Website
CU01380,Customer 01380,Home Makers,North,Website
CU01381,Customer 01381,Professionals,West,Website
CU01382,Customer 01382,Home Makers,West,Social
CU01383,Customer 01383,Home Makers,Central,Website
CU01384,Customer 01384,Home Makers,North,Website
CU01385,Customer 01385,Gamers,West,Store
CU01386,Customer 01386,Gamers,Central,Website
CU01387,Customer 01387,Premium,North,Website
CU01388,Customer 01388,Gamers,East,Website
CU01389,Customer 01389,Corporate,Central,Website
CU01390,Customer 01390,Premium,North,Website
CU01391,Customer 01391,Professionals,West,Website
CU01392,Customer 01392,Home Makers,Central,Store
CU01393,Customer 01393,Corporate,North,Referral
CU01394,Customer 01394,Gamers,North,Website
CU01395,Customer 01395,Value Seekers,East,Referral
CU01396,Customer 01396,Home Makers,West,Website
CU01397,Customer 01397,Home Makers,North,Website
CU01398,Customer 01398,Corporate,West,Store
CU01399,Customer 01399,Professionals,West,Website
CU01400,Customer 01400,Premium,North,Store
CU01401,Customer 01401,Value Seekers,West,Social
CU01402,Customer 01402,Corporate,North,Website
CU01403,Customer 01403,Home Makers,East,Corporate Sales
CU01404,Customer 01404,Professionals,Central,Store
CU01405,Customer 01405,Professionals,West,Referral
CU01406,Customer 01406,Corporate,North,Store
CU01407,Customer 01407,Home Makers,East,Social
CU01408,Customer 01408,Gamers,Central,Store
CU01409,Customer 01409,Value Seekers,North,Store
CU01410,Customer 01410,Professionals,West,Social
CU01411,Customer 01411,Home Makers,West,Corporate Sales
CU01412,Customer 01412,Professionals,East,Referral
CU01413,Customer 01413,Professionals,North,Corporate Sales
CU01414,Customer 01414,Value Seekers,Central,Corporate Sales
CU01415,Customer 01415,Professionals,West,Store
CU01416,Customer 01416,Home Makers,West,Referral
CU01417,Customer 01417,Gamers,West,Website
CU01418,Customer 01418,Home Makers,West,Social
CU01419,Customer 01419,Professionals,East,Website
CU01420,Customer 01420,Home Makers,East,Social
CU01421,Customer 01421,Professionals,East,Social
CU01422,Customer 01422,Value Seekers,East,Store
CU01423,Customer 01423,Home Makers,North,Website
CU01424,Customer 01424,Home Makers,West,Social
CU01425,Customer 01425,Professionals,North,Social
CU01426,Customer 01426,Professionals,East,Website
CU01427,Customer 01427,Gamers,Central,Website
CU01428,Customer 01428,Home Makers,North,Store
CU01429,Customer 01429,Gamers,West,Social
CU01430,Customer 01430,Value Seekers,North,Website
CU01431,Customer 01431,Value Seekers,West,Corporate Sales
CU01432,Customer 01432,Gamers,Central,Social
CU01433,Customer 01433,Value Seekers,Central,Social
CU01434,Customer 01434,Professionals,West,Website
CU01435,Customer 01435,Professionals,West,Social
CU01436,Customer 01436,Gamers,West,Store
CU01437,Customer 01437,Premium,North,Website
CU01438,Customer 01438,Home Makers,West,Website
CU01439,Customer 01439,Home Makers,Central,Website
CU01440,Customer 01440,Value Seekers,East,Store
CU01441,Customer 01441,Corporate,North,Website
CU01442,Customer 01442,Value Seekers,West,Social
CU01443,Customer 01443,Value Seekers,East,Corporate Sales
CU01444,Customer 01444,Corporate,East,Website
CU01445,Customer 01445,Value Seekers,North,Website
CU01446,Customer 01446,Value Seekers,West,Website
CU01447,Customer 01447,Professionals,Central,Social
CU01448,Customer 01448,Value Seekers,West,Store
CU01449,Customer 01449,Value Seekers,West,Referral
CU01450,Customer 01450,Professionals,Central,Store
CU01451,Customer 01451,Corporate,West,Store
CU01452,Customer 01452,Value Seekers,East,Corporate Sales
CU01453,Customer 01453,Home Makers,North,Store
CU01454,Customer 01454,Value Seekers,West,Website
CU01455,Customer 01455,Home Makers,West,Social
CU01456,Customer 01456,Value Seekers,East,Website
CU01457,Customer 01457,Home Makers,West,Website
CU01458,Customer 01458,Value Seekers,Central,Referral
CU01459,Customer 01459,Value Seekers,Central,Store
CU01460,Customer 01460,Professionals,Central,Referral
CU01461,Customer 01461,Home Makers,North,Social
CU01462,Customer 01462,Premium,West,Referral
CU01463,Customer 01463,Value Seekers,Central,Referral
CU01464,Customer 01464,Value Seekers,Central,Store
CU01465,Customer 01465,Professionals,East,Corporate Sales
CU01466,Customer 01466,Value Seekers,West,Social
CU01467,Customer 01467,Value Seekers,West,Website
CU01468,Customer 01468,Professionals,Central,Store
CU01469,Customer 01469,Professionals,Central,Referral
CU01470,Customer 01470,Value Seekers,East,Store
CU01471,Customer 01471,Corporate,West,Store
CU01472,Customer 01472,Professionals,East,Store
CU01473,Customer 01473,Value Seekers,West,Store
CU01474,Customer 01474,Professionals,North,Store
CU01475,Customer 01475,Home Makers,Central,Referral
CU01476,Customer 01476,Professionals,Central,Social
CU01477,Customer 01477,Professionals,East,Social
CU01478,Customer 01478,Gamers,West,Store
CU01479,Customer 01479,Value Seekers,East,Website
CU01480,Customer 01480,Value Seekers,East,Store
CU01481,Customer 01481,Home Makers,Central,Store
CU01482,Customer 01482,Premium,West,Corporate Sales
CU01483,Customer 01483,Premium,Central,Store
CU01484,Customer 01484,Gamers,West,Website
CU01485,Customer 01485,Corporate,West,Store
CU01486,Customer 01486,Home Makers,North,Website
CU01487,Customer 01487,Gamers,Central,Referral
CU01488,Customer 01488,Home Makers,West,Social
CU01489,Customer 01489,Home Makers,Central,Social
CU01490,Customer 01490,Home Makers,North,Corporate Sales
CU01491,Customer 01491,Professionals,North,Store
CU01492,Customer 01492,Gamers,West,Social
CU01493,Customer 01493,Value Seekers,North,Store
CU01494,Customer 01494,Value Seekers,West,Social
CU01495,Customer 01495,Professionals,East,Social
CU01496,Customer 01496,Home Makers,West,Corporate Sales
CU01497,Customer 01497,Home Makers,Central,Referral
CU01498,Customer 01498,Premium,West,Referral
CU01499,Customer 01499,Professionals,North,Corporate Sales
CU01500,Customer 01500,Value Seekers,East,Website
CU01501,Customer 01501,Professionals,North,Store
CU01502,Customer 01502,Corporate,West,Website
CU01503,Customer 01503,Home Makers,West,Referral
CU01504,Customer 01504,Gamers,East,Website
CU01505,Customer 01505,Premium,Central,Website
CU01506,Customer 01506,Premium,North,Website
CU01507,Customer 01507,Home Makers,Central,Referral
CU01508,Customer 01508,Home Makers,East,Social
CU01509,Customer 01509,Value Seekers,Central,Website
CU01510,Customer 01510,Value Seekers,West,Corporate Sales
CU01511,Customer 01511,Home Makers,Central,Store
CU01512,Customer 01512,Professionals,West,Corporate Sales
CU01513,Customer 01513,Value Seekers,North,Store
CU01514,Customer 01514,Home Makers,North,Referral
CU01515,Customer 01515,Professionals,Central,Referral
CU01516,Customer 01516,Value Seekers,North,Referral
CU01517,Customer 01517,Professionals,West,Website
CU01518,Customer 01518,Professionals,West,Website
CU01519,Customer 01519,Home Makers,West,Store
CU01520,Customer 01520,Corporate,West,Referral
CU01521,Customer 01521,Premium,Central,Website
CU01522,Customer 01522,Professionals,West,Referral
CU01523,Customer 01523,Professionals,East,Website
CU01524,Customer 01524,Gamers,North,Website
CU01525,Customer 01525,Corporate,North,Store
CU01526,Customer 01526,Gamers,North,Corporate Sales
CU01527,Customer 01527,Professionals,Central,Website
CU01528,Customer 01528,Value Seekers,North,Social
CU01529,Customer 01529,Value Seekers,Central,Corporate Sales
CU01530,Customer 01530,Value Seekers,Central,Website
CU01531,Customer 01531,Professionals,West,Referral
CU01532,Customer 01532,Home Makers,West,Website
CU01533,Customer 01533,Value Seekers,North,Referral
CU01534,Customer 01534,Home Makers,East,Store
CU01535,Customer 01535,Value Seekers,North,Social
CU01536,Customer 01536,Premium,West,Referral
CU01537,Customer 01537,Premium,West,Corporate Sales
CU01538,Customer 01538,Corporate,West,Website
CU01539,Customer 01539,Professionals,West,Corporate Sales
CU01540,Customer 01540,Professionals,East,Website
CU01541,Customer 01541,Corporate,West,Store
CU01542,Customer 01542,Home Makers,East,Website
CU01543,Customer 01543,Professionals,Central,Corporate Sales
CU01544,Customer 01544,Value Seekers,East,Store
CU01545,Customer 01545,Premium,West,Referral
CU01546,Customer 01546,Gamers,West,Website
CU01547,Customer 01547,Gamers,Central,Referral
CU01548,Customer 01548,Professionals,North,Website
CU01549,Customer 01549,Professionals,East,Store
CU01550,Customer 01550,Value Seekers,West,Store
CU01551,Customer 01551,Professionals,West,Store
CU01552,Customer 01552,Professionals,North,Corporate Sales
CU01553,Customer 01553,Home Makers,East,Website
CU01554,Customer 01554,Value Seekers,West,Website
CU01555,Customer 01555,Gamers,West,Referral
CU01556,Customer 01556,Premium,North,Website
CU01557,Customer 01557,Premium,Central,Website
CU01558,Customer 01558,Home Makers,North,Referral
CU01559,Customer 01559,Corporate,North,Corporate Sales
CU01560,Customer 01560,Professionals,East,Social
CU01561,Customer 01561,Value Seekers,West,Social
CU01562,Customer 01562,Professionals,North,Corporate Sales
CU01563,Customer 01563,Home Makers,West,Store
CU01564,Customer 01564,Home Makers,Central,Store
CU01565,Customer 01565,Gamers,Central,Website
CU01566,Customer 01566,Professionals,West,Website
CU01567,Customer 01567,Value Seekers,Central,Social
CU01568,Customer 01568,Home Makers,Central,Social
CU01569,Customer 01569,Home Makers,West,Corporate Sales
CU01570,Customer 01570,Gamers,East,Store
CU01571,Customer 01571,Home Makers,West,Store
CU01572,Customer 01572,Home Makers,East,Corporate Sales
CU01573,Customer 01573,Gamers,East,Store
CU01574,Customer 01574,Value Seekers,West,Website
CU01575,Customer 01575,Home Makers,East,Social
CU01576,Customer 01576,Value Seekers,West,Store
CU01577,Customer 01577,Professionals,East,Social
CU01578,Customer 01578,Professionals,West,Store
CU01579,Customer 01579,Home Makers,West,Corporate Sales
CU01580,Customer 01580,Value Seekers,Central,Social
CU01581,Customer 01581,Home Makers,Central,Social
CU01582,Customer 01582,Value Seekers,West,Social
CU01583,Customer 01583,Professionals,West,Website
CU01584,Customer 01584,Premium,Central,Website
CU01585,Customer 01585,Value Seekers,Central,Social
CU01586,Customer 01586,Professionals,East,Store
CU01587,Customer 01587,Value Seekers,East,Corporate Sales
CU01588,Customer 01588,Gamers,West,Store
CU01589,Customer 01589,Premium,Central,Website
CU01590,Customer 01590,Home Makers,Central,Social
CU01591,Customer 01591,Home Makers,West,Store
CU01592,Customer 01592,Home Makers,Central,Website
CU01593,Customer 01593,Value Seekers,Central,Website
CU01594,Customer 01594,Home Makers,North,Store
CU01595,Customer 01595,Gamers,East,Website
CU01596,Customer 01596,Professionals,North,Referral
CU01597,Customer 01597,Gamers,Central,Store
CU01598,Customer 01598,Home Makers,Central,Store
CU01599,Customer 01599,Corporate,West,Website
CU01600,Customer 01600,Premium,East,Website
CU01601,Customer 01601,Professionals,West,Social
CU01602,Customer 01602,Gamers,North,Referral
CU01603,Customer 01603,Gamers,Central,Store
CU01604,Customer 01604,Corporate,East,Social
CU01605,Customer 01605,Professionals,East,Store
CU01606,Customer 01606,Gamers,West,Social
CU01607,Customer 01607,Home Makers,West,Website
CU01608,Customer 01608,Value Seekers,North,Website
CU01609,Customer 01609,Home Makers,East,Social
CU01610,Customer 01610,Professionals,West,Referral
CU01611,Customer 01611,Corporate,Central,Social
CU01612,Customer 01612,Home Makers,East,Website
CU01613,Customer 01613,Home Makers,West,Corporate Sales
CU01614,Customer 01614,Premium,West,Store
CU01615,Customer 01615,Home Makers,North,Corporate Sales
CU01616,Customer 01616,Home Makers,East,Website
CU01617,Customer 01617,Home Makers,West,Website
CU01618,Customer 01618,Premium,Central,Website
CU01619,Customer 01619,Professionals,West,Store
CU01620,Customer 01620,Premium,West,Website
CU01621,Customer 01621,Premium,North,Store
CU01622,Customer 01622,Premium,North,Social
CU01623,Customer 01623,Value Seekers,West,Social
CU01624,Customer 01624,Premium,West,Social
CU01625,Customer 01625,Gamers,West,Referral
CU01626,Customer 01626,Premium,West,Website
CU01627,Customer 01627,Value Seekers,Central,Corporate Sales
CU01628,Customer 01628,Value Seekers,East,Store
CU01629,Customer 01629,Professionals,East,Social
CU01630,Customer 01630,Home Makers,East,Website
CU01631,Customer 01631,Professionals,Central,Website
CU01632,Customer 01632,Home Makers,Central,Store
CU01633,Customer 01633,Gamers,West,Referral
CU01634,Customer 01634,Value Seekers,West,Social
CU01635,Customer 01635,Premium,North,Corporate Sales
CU01636,Customer 01636,Home Makers,East,Website
CU01637,Customer 01637,Value Seekers,Central,Social
CU01638,Customer 01638,Professionals,West,Store
CU01639,Customer 01639,Home Makers,Central,Store
CU01640,Customer 01640,Value Seekers,East,Website
CU01641,Customer 01641,Professionals,West,Corporate Sales
CU01642,Customer 01642,Value Seekers,East,Referral
CU01643,Customer 01643,Professionals,East,Social
CU01644,Customer 01644,Professionals,East,Website
CU01645,Customer 01645,Home Makers,West,Website
CU01646,Customer 01646,Corporate,West,Website
CU01647,Customer 01647,Professionals,East,Social
CU01648,Customer 01648,Gamers,North,Website
CU01649,Customer 01649,Home Makers,Central,Corporate Sales
CU01650,Customer 01650,Premium,West,Corporate Sales
CU01651,Customer 01651,Home Makers,Central,Website
CU01652,Customer 01652,Corporate,East,Corporate Sales
CU01653,Customer 01653,Value Seekers,West,Corporate Sales
CU01654,Customer 01654,Professionals,West,Store
CU01655,Customer 01655,Value Seekers,Central,Website
CU01656,Customer 01656,Value Seekers,East,Website
CU01657,Customer 01657,Home Makers,West,Referral
CU01658,Customer 01658,Corporate,East,Store
CU01659,Customer 01659,Corporate,West,Store
CU01660,Customer 01660,Home Makers,Central,Website
CU01661,Customer 01661,Corporate,West,Referral
CU01662,Customer 01662,Value Seekers,West,Store
CU01663,Customer 01663,Home Makers,East,Website
CU01664,Customer 01664,Premium,West,Social
CU01665,Customer 01665,Professionals,West,Referral
CU01666,Customer 01666,Premium,West,Corporate Sales
CU01667,Customer 01667,Professionals,West,Store
CU01668,Customer 01668,Home Makers,East,Referral
CU01669,Customer 01669,Home Makers,North,Store
CU01670,Customer 01670,Value Seekers,North,Referral
CU01671,Customer 01671,Corporate,West,Social
CU01672,Customer 01672,Corporate,East,Social
CU01673,Customer 01673,Value Seekers,Central,Social
CU01674,Customer 01674,Home Makers,West,Corporate Sales
CU01675,Customer 01675,Value Seekers,North,Store
CU01676,Customer 01676,Home Makers,North,Social
CU01677,Customer 01677,Home Makers,Central,Website
CU01678,Customer 01678,Value Seekers,West,Website
CU01679,Customer 01679,Corporate,West,Website
CU01680,Customer 01680,Home Makers,Central,Referral
CU01681,Customer 01681,Professionals,North,Website
CU01682,Customer 01682,Value Seekers,West,Website
CU01683,Customer 01683,Professionals,West,Corporate Sales
CU01684,Customer 01684,Home Makers,Central,Social
CU01685,Customer 01685,Professionals,Central,Social
CU01686,Customer 01686,Value Seekers,Central,Website
CU01687,Customer 01687,Premium,East,Website
CU01688,Customer 01688,Professionals,North,Website
CU01689,Customer 01689,Value Seekers,North,Social
CU01690,Customer 01690,Gamers,West,Website
CU01691,Customer 01691,Value Seekers,North,Store
CU01692,Customer 01692,Value Seekers,West,Social
CU01693,Customer 01693,Home Makers,West,Corporate Sales
CU01694,Customer 01694,Value Seekers,West,Store
CU01695,Customer 01695,Corporate,Central,Social
CU01696,Customer 01696,Home Makers,West,Corporate Sales
CU01697,Customer 01697,Professionals,West,Website
CU01698,Customer 01698,Professionals,West,Corporate Sales
CU01699,Customer 01699,Premium,West,Website
CU01700,Customer 01700,Professionals,West,Social
CU01701,Customer 01701,Professionals,West,Website
CU01702,Customer 01702,Professionals,Central,Corporate Sales
CU01703,Customer 01703,Home Makers,West,Corporate Sales
CU01704,Customer 01704,Premium,Central,Corporate Sales
CU01705,Customer 01705,Premium,North,Corporate Sales
CU01706,Customer 01706,Gamers,North,Website
CU01707,Customer 01707,Home Makers,East,Store
CU01708,Customer 01708,Corporate,West,Social
CU01709,Customer 01709,Gamers,West,Website
CU01710,Customer 01710,Corporate,Central,Social
CU01711,Customer 01711,Gamers,West,Social
CU01712,Customer 01712,Value Seekers,West,Corporate Sales
CU01713,Customer 01713,Gamers,West,Store
CU01714,Customer 01714,Professionals,West,Referral
CU01715,Customer 01715,Home Makers,East,Social
CU01716,Customer 01716,Value Seekers,West,Referral
CU01717,Customer 01717,Value Seekers,West,Website
CU01718,Customer 01718,Home Makers,West,Website
CU01719,Customer 01719,Value Seekers,West,Social
CU01720,Customer 01720,Corporate,West,Store
CU01721,Customer 01721,Professionals,West,Store
CU01722,Customer 01722,Gamers,East,Referral
CU01723,Customer 01723,Premium,West,Referral
CU01724,Customer 01724,Value Seekers,West,Corporate Sales
CU01725,Customer 01725,Corporate,West,Referral
CU01726,Customer 01726,Value Seekers,Central,Social
CU01727,Customer 01727,Home Makers,West,Store
CU01728,Customer 01728,Professionals,East,Website
CU01729,Customer 01729,Premium,West,Referral
CU01730,Customer 01730,Professionals,West,Referral
CU01731,Customer 01731,Professionals,West,Corporate Sales
CU01732,Customer 01732,Home Makers,West,Social
CU01733,Customer 01733,Corporate,West,Store
CU01734,Customer 01734,Value Seekers,East,Website
CU01735,Customer 01735,Value Seekers,North,Social
CU01736,Customer 01736,Value Seekers,West,Store
CU01737,Customer 01737,Premium,Central,Social
CU01738,Customer 01738,Professionals,North,Corporate Sales
CU01739,Customer 01739,Premium,North,Referral
CU01740,Customer 01740,Gamers,West,Website
CU01741,Customer 01741,Professionals,West,Website
CU01742,Customer 01742,Home Makers,East,Website
