return_id,order_id,return_date,product_id,quantity,return_reason,refund_amount
R000445,O007457,2026-04-26,P0012,2,Defective,1843.97
R000446,O007482,2026-01-29,P0066,2,Changed Mind,902.58
R000447,O007486,2026-04-19,P0001,3,Changed Mind,3632.96
R000448,O007511,2026-05-21,P0063,1,Damaged,384.81
R000449,O007541,2026-03-30,P0020,2,Defective,2510.16
R000450,O007559,2026-03-25,P0071,1,Not as Expected,960.04
R000451,O007566,2026-06-05,P0042,1,Defective,1266.82
R000452,O007570,2026-06-05,P0028,1,Not as Expected,558.92
R000453,O007572,2026-06-18,P0044,3,Damaged,1881.47
R000454,O007581,2026-03-18,P0073,1,Damaged,574.52
R000455,O007595,2026-04-19,P0027,3,Damaged,3720.06
R000456,O007601,2026-03-12,P0072,3,Defective,2450.3
R000457,O007607,2026-05-26,P0059,1,Not as Expected,200.06
R000458,O007612,2026-02-03,P0056,1,Changed Mind,323.54
R000459,O007616,2026-03-21,P0024,3,Changed Mind,5168.22
R000460,O007621,2026-05-25,P0040,1,Defective,2222.01
R000461,O007662,2026-03-20,P0067,1,Not as Expected,607.12
R000462,O007685,2026-02-20,P0030,1,Defective,695.13
R000463,O007695,2026-06-24,P0058,3,Not as Expected,592.67
R000464,O007705,2026-02-03,P0057,1,Changed Mind,444.44
R000465,O007712,2026-03-25,P0069,2,Wrong Item,704.93
R000466,O007719,2026-03-08,P0048,1,Damaged,706.32
R000467,O007721,2026-07-10,P0061,3,Not as Expected,1104.85
R000468,O007735,2026-07-01,P0013,2,Damaged,900.19
R000469,O007744,2026-06-13,P0060,2,Damaged,414.1
R000470,O007760,2026-05-31,P0060,1,Not as Expected,225.39
R000471,O007764,2026-04-19,P0039,1,Not as Expected,1344.56
R000472,O007792,2026-05-27,P0072,2,Wrong Item,1763.92
R000473,O007806,2026-03-22,P0072,2,Not as Expected,1719.87
R000474,O007812,2026-03-19,P0051,1,Not as Expected,79.65
R000475,O007843,2026-07-13,P0024,2,Not as Expected,3275.69
R000476,O007869,2026-03-02,P0013,1,Defective,468.6
R000477,O007871,2026-03-15,P0053,2,Defective,222.48
R000478,O007917,2026-04-22,P0073,3,Not as Expected,1781.67
R000479,O007927,2026-06-10,P0055,2,Defective,351.24
R000480,O007955,2026-01-11,P0040,2,Defective,4317.43
R000481,O007974,2026-03-31,P0019,1,Defective,659.3
R000482,O007986,2026-05-11,P0029,1,Changed Mind,1625.13
R000483,O007988,2026-01-13,P0063,1,Defective,378.52
R000484,O007995,2026-04-12,P0013,3,Damaged,1464.69
R000485,O007996,2026-06-25,P0047,3,Not as Expected,1364.52
R000486,O008029,2026-05-06,P0064,1,Wrong Item,125.24
R000487,O008115,2026-02-28,P0021,3,Changed Mind,3567.69
R000488,O008130,2026-03-20,P0026,1,Damaged,1781.95
R000489,O008132,2026-05-25,P0075,1,Defective,791.66
R000490,O008135,2026-05-24,P0064,1,Not as Expected,123.26
R000491,O008162,2026-06-09,P0004,2,Wrong Item,2149.62
R000492,O008192,2026-05-29,P0080,1,Defective,371.18
R000493,O008213,2026-04-18,P0039,1,Damaged,1370.24
R000494,O008272,2026-04-01,P0062,1,Changed Mind,254.69
R000495,O008276,2026-04-13,P0022,1,Not as Expected,1975.63
R000496,O008285,2026-03-26,P0012,2,Defective,2042.6
R000497,O008297,2026-06-20,P0070,3,Defective,364.41
R000498,O008299,2026-03-01,P0050,2,Wrong Item,2143.82
R000499,O008342,2026-03-02,P0080,2,Damaged,769.45
R000500,O008343,2026-04-22,P0006,1,Defective,868.57
R000501,O008352,2026-07-05,P0012,2,Defective,1911.03
R000502,O008367,2026-06-12,P0064,2,Not as Expected,243.29
R000503,O008389,2026-06-28,P0040,2,Changed Mind,4255.97
R000504,O008407,2026-01-20,P0058,1,Not as Expected,208.89
R000505,O008413,2026-04-16,P0035,1,Defective,1594.81
R000506,O008472,2026-03-20,P0076,1,Changed Mind,1084.91
R000507,O008504,2026-01-17,P0072,1,Not as Expected,825.07
R000508,O008522,2026-05-02,P0060,1,Defective,229.69
R000509,O008543,2026-06-16,P0062,3,Not as Expected,753.16
R000510,O008545,2026-01-09,P0007,2,Defective,2179.26
R000511,O008561,2026-03-16,P0044,1,Defective,636.91
R000512,O008575,2026-01-24,P0080,1,Not as Expected,378.5
R000513,O008578,2026-01-29,P0072,2,Not as Expected,1677.09
R000514,O008584,2026-03-24,P0074,2,Not as Expected,635.3
R000515,O008605,2026-02-06,P0005,2,Changed Mind,3387.71
R000516,O008606,2026-02-15,P0040,3,Changed Mind,6485.03
R000517,O008623,2026-04-12,P0054,1,Wrong Item,461.87
R000518,O008656,2026-06-25,P0052,2,Defective,312.1
R000519,O008679,2026-05-07,P0059,1,Defective,215.71
R000520,O008681,2026-07-11,P0052,3,Damaged,484.89
R000521,O008690,2026-04-27,P0041,1,Defective,1538.03
R000522,O008720,2026-04-15,P0064,1,Changed Mind,125.23
R000523,O008738,2026-04-29,P0043,3,Damaged,2040.09
R000524,O008742,2026-04-10,P0033,3,Not as Expected,5084.66
R000525,O008761,2026-04-25,P0020,2,Defective,2443.05
R000526,O008767,2026-02-19,P0005,1,Damaged,1727.6
R000527,O008795,2026-07-17,P0051,2,Wrong Item,159.86
R000528,O008806,2026-04-17,P0005,1,Defective,1709.86
R000529,O008832,2026-04-30,P0015,1,Not as Expected,642.1
R000530,O008834,2026-03-15,P0028,3,Wrong Item,1733.23
R000531,O008836,2026-06-09,P0067,2,Defective,1133.97
R000532,O008839,2026-05-31,P0055,3,Changed Mind,509.64
R000533,O008848,2026-05-21,P0011,2,Wrong Item,2553.8
R000534,O008890,2026-06-19,P0010,2,Changed Mind,2321.47
R000535,O008901,2026-05-13,P0039,3,Not as Expected,4172.99
R000536,O008914,2026-03-26,P0078,1,Changed Mind,600.07
R000537,O008938,2026-03-06,P0069,2,Defective,722.61
R000538,O008960,2026-05-08,P0024,1,Damaged,1832.69
R000539,O008966,2026-02-13,P0079,1,Wrong Item,899.1
R000540,O008978,2026-05-27,P0063,3,Not as Expected,1092.08
R000541,O008983,2026-03-20,P0028,1,Not as Expected,569.36
R000542,O008989,2026-02-22,P0004,3,Wrong Item,3332.08
R000543,O009002,2026-06-13,P0070,1,Wrong Item,132.85
R000544,O009005,2026-01-16,P0056,1,Wrong Item,336.63
R000545,O009017,2026-05-06,P0028,2,Not as Expected,1143.47
R000546,O009018,2026-03-08,P0030,1,Changed Mind,678.9
R000547,O009073,2026-05-19,P0062,1,Defective,261.47
R000548,O009078,2026-06-07,P0017,1,Wrong Item,630.91
R000549,O009085,2026-07-03,P0047,2,Defective,943.27
R000550,O009124,2026-01-30,P0051,2,Damaged,168.81
R000551,O009135,2026-01-18,P0058,1,Damaged,217.03
R000552,O009138,2026-04-02,P0003,1,Defective,928.29
R000553,O009148,2026-02-05,P0019,2,Not as Expected,1255.39
R000554,O009181,2026-06-04,P0075,2,Not as Expected,1529.1
R000555,O009210,2026-06-02,P0062,1,Defective,248.43
R000556,O009300,2026-05-07,P0016,1,Defective,578.5
R000557,O009310,2026-05-04,P0018,2,Not as Expected,1960.42
R000558,O009311,2026-06-10,P0062,2,Defective,512.52
R000559,O009325,2026-01-24,P0059,1,Not as Expected,210.79
R000560,O009333,2026-02-24,P0032,2,Not as Expected,1501.66
R000561,O009360,2026-06-01,P0027,1,Not as Expected,1074.74
R000562,O009362,2026-05-19,P0043,1,Wrong Item,693.94
R000563,O009373,2026-02-27,P0040,1,Wrong Item,2127.39
R000564,O009387,2026-07-08,P0007,2,Defective,2129.03
R000565,O009410,2026-04-28,P0051,1,Damaged,78.46
R000566,O009421,2026-04-09,P0034,1,Defective,1266.65
R000567,O009440,2026-06-28,P0049,5,Damaged,3927.24
R000568,O009452,2026-06-03,P0059,1,Not as Expected,209.63
R000569,O009469,2026-04-30,P0052,1,Defective,160.4
R000570,O009494,2026-03-25,P0058,1,Changed Mind,196.6
R000571,O009531,2026-02-11,P0011,1,Wrong Item,1259.78
R000572,O009541,2026-01-06,P0026,1,Not as Expected,1671.35
R000573,O009550,2026-03-26,P0026,1,Damaged,1752.01
R000574,O009552,2026-02-28,P0051,1,Defective,80.25
R000575,O009558,2026-06-08,P0065,1,Wrong Item,303.2
R000576,O009596,2026-04-23,P0029,2,Changed Mind,3124.18
R000577,O009603,2026-04-05,P0046,2,Changed Mind,889.61
R000578,O009613,2026-04-02,P0012,1,Changed Mind,976.37
R000579,O009623,2026-06-20,P0070,3,Not as Expected,391.65
R000580,O009659,2026-04-22,P0009,2,Defective,1693.72
R000581,O009673,2026-01-23,P0029,3,Damaged,4871.25
R000582,O009674,2026-03-30,P0027,1,Defective,1171.31
R000583,O009704,2026-06-05,P0043,2,Changed Mind,1368.79
R000584,O009705,2026-06-23,P0025,2,Changed Mind,2848.5
R000585,O009714,2026-05-20,P0055,1,Wrong Item,165.06
R000586,O009721,2026-05-26,P0034,1,Wrong Item,1240.35
R000587,O009752,2026-04-01,P0074,3,Not as Expected,941.03
R000588,O009755,2026-07-12,P0006,2,Wrong Item,1540.23
R000589,O009758,2026-01-19,P0060,1,Defective,227.3
R000590,O009795,2026-06-26,P0070,3,Changed Mind,364.49
R000591,O009817,2026-04-07,P0070,2,Not as Expected,252.16
R000592,O009818,2026-05-30,P0067,1,Not as Expected,584.64
R000593,O009892,2026-05-12,P0062,1,Defective,260.04
R000594,O009905,2026-03-22,P0066,1,Not as Expected,446.75
R000595,O009930,2026-01-27,P0076,1,Wrong Item,1106.72
R000596,O009940,2026-03-10,P0012,1,Not as Expected,1024.9
R000597,O009941,2026-06-25,P0074,2,Not as Expected,633.21
R000598,O009947,2026-04-09,P0017,2,Defective,1276.77
R000599,O009957,2026-05-25,P0080,1,Damaged,403.63
R000600,O009979,2026-05-11,P0039,1,Defective,1354.86
R000601,O009990,2026-03-17,P0047,1,Not as Expected,489.5
R000602,O010071,2026-03-11,P0050,2,Defective,2148.41
R000603,O010094,2026-01-26,P0065,1,Changed Mind,313.09
R000604,O010099,2026-03-12,P0030,2,Changed Mind,1385.91
R000605,O010115,2026-05-05,P0030,2,Not as Expected,1381.57
R000606,O010123,2026-06-19,P0020,5,Damaged,6300.18
R000607,O010139,2026-05-07,P0077,2,Wrong Item,766.1
R000608,O010144,2026-06-03,P0064,2,Not as Expected,262.53
R000609,O010147,2026-05-16,P0069,3,Changed Mind,1170.67
R000610,O010149,2026-06-04,P0020,2,Defective,2451.56
R000611,O010152,2026-02-17,P0080,2,Defective,742.49
R000612,O010155,2026-05-16,P0063,1,Defective,356.19
R000613,O010156,2026-02-25,P0012,1,Not as Expected,1007.76
R000614,O010180,2026-04-03,P0074,3,Damaged,903.94
R000615,O010202,2026-02-15,P0061,1,Changed Mind,382.13
R000616,O010216,2026-05-18,P0057,2,Not as Expected,878.0
R000617,O010221,2026-07-04,P0013,3,Changed Mind,1277.43
R000618,O010223,2026-07-19,P0037,2,Not as Expected,1869.31
R000619,O010246,2026-03-11,P0055,3,Defective,493.56
R000620,O010250,2026-04-29,P0002,3,Changed Mind,4408.6
R000621,O010251,2026-06-11,P0058,2,Damaged,411.83
R000622,O010255,2026-02-18,P0054,1,Changed Mind,461.86
R000623,O010275,2026-02-13,P0004,1,Not as Expected,1097.49
R000624,O010288,2026-03-18,P0011,1,Changed Mind,1348.22
R000625,O010312,2026-04-15,P0009,3,Not as Expected,2657.34
R000626,O010346,2026-04-25,P0048,1,Damaged,725.25
R000627,O010349,2026-03-24,P0038,1,Damaged,1495.26
R000628,O010376,2026-04-19,P0053,1,Damaged,116.33
R000629,O010380,2026-02-19,P0063,2,Changed Mind,763.31
R000630,O010405,2026-05-15,P0042,1,Not as Expected,1214.43
R000631,O010438,2026-07-08,P0024,2,Damaged,3378.01
R000632,O010445,2026-03-11,P0064,1,Wrong Item,128.39
R000633,O010495,2026-06-15,P0060,2,Damaged,421.66
R000634,O010537,2026-06-07,P0014,2,Not as Expected,2193.0
R000635,O010544,2026-01-15,P0013,1,Not as Expected,482.99
R000636,O010547,2026-05-21,P0044,1,Defective,602.06
R000637,O010552,2026-05-25,P0072,1,Not as Expected,826.39
R000638,O010564,2026-02-02,P0031,1,Changed Mind,1988.69
R000639,O010575,2026-07-02,P0055,3,Defective,514.17
R000640,O010582,2026-06-08,P0064,5,Changed Mind,609.01
R000641,O010606,2026-05-10,P0006,3,Changed Mind,2586.79
R000642,O010618,2026-02-21,P0077,1,Changed Mind,375.85
R000643,O010661,2026-01-26,P0070,1,Not as Expected,122.46
R000644,O010662,2026-06-17,P0035,2,Damaged,3154.41
R000645,O010704,2026-02-10,P0030,3,Changed Mind,2075.2
R000646,O010706,2026-05-28,P0063,1,Changed Mind,347.64
R000647,O010723,2026-02-14,P0056,2,Changed Mind,645.91
R000648,O010725,2026-02-26,P0065,2,Changed Mind,584.65
R000649,O010730,2026-05-21,P0070,1,Damaged,127.71
R000650,O010734,2026-05-12,P0012,2,Not as Expected,2016.6
R000651,O010747,2026-04-25,P0050,1,Defective,1070.97
R000652,O010748,2026-04-28,P0067,3,Damaged,1895.91
R000653,O010798,2026-03-08,P0021,1,Not as Expected,1153.58
R000654,O010827,2026-05-18,P0079,2,Damaged,1687.26
R000655,O010830,2026-05-01,P0069,1,Defective,375.38
R000656,O010848,2026-03-14,P0016,1,Not as Expected,586.38
R000657,O010883,2026-01-08,P0011,1,Changed Mind,1284.81
R000658,O010893,2026-07-03,P0014,2,Not as Expected,2235.35
R000659,O010916,2026-05-23,P0067,1,Wrong Item,583.16
R000660,O010923,2026-07-03,P0070,2,Defective,242.81
R000661,O010951,2026-06-15,P0012,2,Changed Mind,1734.97
R000662,O010978,2026-03-26,P0053,2,Defective,227.87
R000663,O010990,2026-01-27,P0076,1,Wrong Item,1084.45
R000664,O010996,2026-04-16,P0051,3,Changed Mind,252.33
R000665,O011018,2026-06-21,P0060,2,Wrong Item,414.46
R000666,O011020,2026-06-03,P0066,1,Not as Expected,478.11
R000667,O011026,2026-03-29,P0055,1,Wrong Item,166.52
R000668,O011037,2026-01-13,P0050,1,Defective,1103.64
R000669,O011044,2026-06-23,P0024,2,Wrong Item,3437.99
R000670,O011066,2026-02-08,P0077,1,Wrong Item,359.51
R000671,O011106,2026-01-18,P0029,2,Defective,3068.08
R000672,O011108,2026-07-11,P0061,2,Not as Expected,739.08
R000673,O011117,2026-06-06,P0062,2,Wrong Item,525.77
R000674,O011129,2026-05-30,P0051,3,Wrong Item,260.01
R000675,O011153,2026-04-04,P0072,1,Defective,895.39
R000676,O011158,2026-05-06,P0064,3,Wrong Item,405.38
R000677,O011180,2026-02-28,P0078,1,Wrong Item,617.3
R000678,O011186,2026-05-10,P0002,2,Damaged,3028.52
R000679,O011206,2026-05-21,P0068,1,Not as Expected,454.51
R000680,O011219,2026-04-09,P0067,2,Defective,1158.7
R000681,O011241,2026-02-12,P0050,1,Damaged,1039.71
R000682,O011247,2026-01-16,P0013,2,Damaged,973.03
R000683,O011259,2026-06-14,P0066,2,Defective,881.71
R000684,O011269,2026-06-14,P0041,1,Changed Mind,1447.75
R000685,O011276,2026-07-21,P0047,2,Defective,903.95
R000686,O011290,2026-02-08,P0072,1,Defective,806.25
R000687,O011299,2026-01-28,P0065,1,Defective,299.5
R000688,O011306,2026-04-06,P0063,1,Not as Expected,375.52
R000689,O011349,2026-07-01,P0072,3,Defective,2487.46
R000690,O011389,2026-04-25,P0060,2,Changed Mind,458.84
R000691,O011391,2026-01-22,P0020,1,Damaged,1262.42
R000692,O011393,2026-06-24,P0018,3,Damaged,2721.14
R000693,O011413,2026-04-22,P0061,1,Not as Expected,352.85
R000694,O011439,2026-06-27,P0057,5,Damaged,2301.61
R000695,O011447,2026-02-01,P0029,2,Changed Mind,3064.38
R000696,O011460,2026-04-06,P0062,3,Not as Expected,801.16
R000697,O011484,2026-07-03,P0056,3,Defective,1039.0
R000698,O011501,2026-06-09,P0070,3,Not as Expected,366.13
R000699,O011504,2026-01-08,P0003,1,Not as Expected,980.03
R000700,O011508,2026-05-15,P0010,3,Changed Mind,3523.8
R000701,O011527,2026-01-29,P0041,3,Damaged,4434.44
R000702,O011575,2026-03-06,P0009,1,Not as Expected,890.07
R000703,O011581,2026-04-10,P0055,1,Not as Expected,170.66
R000704,O011605,2026-02-26,P0038,1,Damaged,1475.62
R000705,O011621,2026-01-31,P0078,1,Not as Expected,645.88
R000706,O011626,2026-02-10,P0031,2,Defective,4311.98
R000707,O011643,2026-01-21,P0014,3,Defective,3590.23
R000708,O011662,2026-03-03,P0027,1,Defective,1227.07
R000709,O011683,2026-04-20,P0075,2,Wrong Item,1562.64
R000710,O011694,2026-05-03,P0070,1,Damaged,134.87
R000711,O011724,2026-07-04,P0036,2,Not as Expected,2688.98
R000712,O011759,2026-07-16,P0066,3,Wrong Item,1416.95
R000713,O011765,2026-04-24,P0001,2,Defective,2200.0
R000714,O011783,2026-06-22,P0061,3,Defective,1142.75
R000715,O011784,2026-01-29,P0010,1,Defective,1245.08
R000716,O011818,2026-05-16,P0067,1,Changed Mind,603.67
R000717,O011826,2026-01-14,P0024,1,Changed Mind,1878.88
R000718,O011901,2026-06-04,P0035,1,Defective,1484.13
R000719,O011911,2026-06-12,P0080,3,Damaged,1119.33
R000720,O011979,2026-07-05,P0071,5,Not as Expected,5239.97
R000721,O011987,2026-03-15,P0045,1,Changed Mind,601.62
R000722,O011988,2026-05-14,P0051,1,Damaged,81.39
R000723,O011995,2026-04-14,P0033,2,Defective,3262.52
R000724,O012016,2026-07-08,P0062,3,Wrong Item,794.42
R000725,O012018,2026-04-17,P0044,1,Defective,625.83
R000726,O012039,2026-06-21,P0059,2,Damaged,423.23
R000727,O012054,2026-05-08,P0006,3,Wrong Item,2388.22
R000728,O012072,2026-05-11,P0039,1,Damaged,1368.57
R000729,O012078,2026-02-14,P0026,2,Damaged,3584.38
R000730,O012091,2026-01-22,P0009,1,Wrong Item,872.45
R000731,O012120,2026-01-19,P0066,1,Defective,451.27
R000732,O012146,2026-04-10,P0040,1,Not as Expected,2234.34
R000733,O012185,2026-07-09,P0066,3,Damaged,1345.07
R000734,O012193,2026-05-11,P0044,2,Changed Mind,1269.61
R000735,O012207,2026-04-05,P0024,1,Defective,1718.15
R000736,O012241,2026-04-13,P0015,2,Defective,1380.85
R000737,O012244,2026-02-23,P0029,2,Changed Mind,3099.75
R000738,O012252,2026-04-30,P0023,1,Changed Mind,1076.27
R000739,O012269,2026-01-23,P0059,1,Not as Expected,217.31
R000740,O012278,2026-03-17,P0011,1,Defective,1297.84
R000741,O012283,2026-06-26,P0058,5,Damaged,1000.22
R000742,O012297,2026-05-15,P0015,1,Damaged,653.16
R000743,O012315,2026-01-20,P0049,2,Wrong Item,1473.71
R000744,O012336,2026-05-30,P0062,1,Not as Expected,275.02
R000745,O012347,2026-04-23,P0065,2,Changed Mind,605.41
R000746,O012356,2026-05-13,P0066,1,Damaged,482.38
R000747,O012360,2026-06-30,P0069,2,Not as Expected,740.43
R000748,O012383,2026-05-26,P0053,1,Damaged,119.87
R000749,O012442,2026-06-09,P0010,1,Damaged,1183.27
R000750,O012445,2026-03-15,P0026,1,Defective,1753.36
R000751,O012446,2026-02-16,P0009,2,Damaged,1715.54
R000752,O012448,2026-05-20,P0070,3,Damaged,378.49
R000753,O012467,2026-04-04,P0020,1,Damaged,1216.88
R000754,O012514,2026-06-09,P0063,2,Changed Mind,703.74
R000755,O012520,2026-03-05,P0064,1,Damaged,129.26
R000756,O012530,2026-05-15,P0055,3,Not as Expected,487.53
R000757,O012532,2026-07-02,P0069,3,Wrong Item,1100.93
R000758,O012536,2026-04-25,P0079,2,Changed Mind,1673.95
R000759,O012555,2026-02-20,P0058,1,Defective,206.84
R000760,O012591,2026-06-08,P0018,1,Changed Mind,942.09
R000761,O012592,2026-06-10,P0066,2,Defective,886.43
R000762,O012600,2026-06-05,P0014,1,Damaged,1117.57
R000763,O012611,2026-05-12,P0064,3,Wrong Item,396.11
R000764,O012640,2026-07-08,P0060,3,Damaged,664.1
R000765,O012671,2026-04-16,P0012,1,Defective,938.48
R000766,O012677,2026-02-15,P0029,2,Wrong Item,3144.57
R000767,O012685,2026-02-20,P0022,1,Changed Mind,1869.46
R000768,O012696,2026-07-03,P0031,3,Defective,5947.41
R000769,O012698,2026-05-21,P0046,1,Wrong Item,466.82
R000770,O012718,2026-07-03,P0045,3,Not as Expected,1795.36
R000771,O012740,2026-02-04,P0065,1,Defective,305.28
R000772,O012758,2026-06-26,P0011,2,Damaged,2503.88
R000773,O012778,2026-07-08,P0073,2,Changed Mind,1210.87
R000774,O012829,2026-06-28,P0041,3,Changed Mind,4440.94
R000775,O012863,2026-01-22,P0026,2,Wrong Item,3484.3
R000776,O012864,2026-07-15,P0062,3,Changed Mind,738.45
R000777,O012873,2026-06-25,P0018,2,Not as Expected,1997.37
R000778,O012874,2026-06-17,P0036,2,Not as Expected,2688.92
R000779,O012886,2026-02-28,P0051,1,Damaged,83.16
R000780,O012900,2026-06-01,P0062,1,Changed Mind,262.44
R000781,O012912,2026-04-14,P0010,3,Defective,3658.2
R000782,O012929,2026-01-10,P0065,2,Wrong Item,621.97
R000783,O012930,2026-05-20,P0033,1,Wrong Item,1644.67
R000784,O012950,2026-07-01,P0007,2,Defective,1983.72
R000785,O012955,2026-06-18,P0066,3,Wrong Item,1364.4
R000786,O012990,2026-03-11,P0074,1,Changed Mind,322.98
R000787,O012992,2026-04-15,P0062,2,Defective,518.5
R000788,O013005,2026-04-02,P0013,1,Damaged,493.01
R000789,O013101,2026-07-17,P0078,2,Changed Mind,1211.94
R000790,O013105,2026-01-23,P0063,1,Wrong Item,385.91
R000791,O013110,2026-02-13,P0056,1,Not as Expected,349.43
R000792,O013113,2026-05-13,P0045,3,Wrong Item,1722.49
R000793,O013167,2026-06-26,P0016,2,Damaged,1026.44
R000794,O013180,2026-02-25,P0067,1,Defective,605.29
R000795,O013217,2026-06-13,P0070,2,Damaged,261.73
R000796,O013229,2026-06-26,P0011,2,Changed Mind,2407.42
R000797,O013231,2026-01-14,P0014,1,Damaged,1144.7
R000798,O013237,2026-04-28,P0022,1,Wrong Item,1846.46
R000799,O013269,2026-05-21,P0056,3,Not as Expected,1034.81
R000800,O013293,2026-03-21,P0068,1,Wrong Item,458.85
R000801,O013317,2026-05-02,P0024,2,Changed Mind,3514.2
R000802,O013364,2026-04-09,P0062,2,Wrong Item,523.91
R000803,O013372,2026-06-04,P0025,1,Changed Mind,1303.47
R000804,O013380,2026-04-30,P0020,3,Defective,4012.36
R000805,O013405,2026-01-27,P0064,1,Not as Expected,125.62
R000806,O013406,2026-03-10,P0012,1,Changed Mind,1016.73
R000807,O013409,2026-01-28,P0011,1,Not as Expected,1293.48
R000808,O013411,2026-04-21,P0015,1,Changed Mind,652.7
R000809,O013437,2026-04-20,P0070,1,Not as Expected,131.9
R000810,O013447,2026-01-18,P0046,1,Wrong Item,457.19
R000811,O013463,2026-03-11,P0073,3,Changed Mind,1785.98
R000812,O013465,2026-01-26,P0053,2,Not as Expected,224.63
R000813,O013507,2026-05-21,P0063,2,Changed Mind,745.62
R000814,O013512,2026-02-19,P0073,2,Not as Expected,1154.37
R000815,O013522,2026-03-04,P0011,1,Damaged,1343.04
R000816,O013549,2026-02-11,P0023,1,Damaged,1073.09
R000817,O013579,2026-02-27,P0026,1,Wrong Item,1709.3
R000818,O013582,2026-02-02,P0017,3,Defective,1845.72
R000819,O013631,2026-07-10,P0064,2,Defective,257.45
R000820,O013642,2026-06-11,P0069,2,Damaged,759.11
R000821,O013671,2026-04-22,P0057,2,Changed Mind,904.11
R000822,O013685,2026-07-20,P0011,3,Defective,3793.44
R000823,O013689,2026-06-30,P0060,3,Changed Mind,662.86
R000824,O013704,2026-06-29,P0015,3,Defective,1823.35
R000825,O013716,2026-03-26,P0061,2,Damaged,715.22
R000826,O013723,2026-01-22,P0057,1,Wrong Item,449.79
R000827,O013726,2026-05-26,P0061,2,Changed Mind,729.68
R000828,O013743,2026-06-01,P0028,2,Defective,1102.63
R000829,O013779,2026-01-17,P0006,2,Not as Expected,1725.1
R000830,O013790,2026-05-19,P0013,1,Damaged,453.59
R000831,O013796,2026-02-15,P0076,1,Not as Expected,1086.62
R000832,O013808,2026-03-24,P0033,1,Damaged,1755.71
R000833,O013814,2026-03-11,P0067,3,Not as Expected,1811.18
R000834,O013866,2026-01-13,P0049,3,Changed Mind,2185.63
R000835,O013899,2026-04-20,P0079,1,Defective,852.59
R000836,O013922,2026-04-06,P0060,2,Not as Expected,426.81
R000837,O013944,2026-06-30,P0078,3,Defective,1910.45
R000838,O013948,2026-07-04,P0015,2,Changed Mind,1288.41
R000839,O013950,2026-03-22,P0059,2,Defective,424.1
R000840,O013960,2026-01-29,P0008,3,Changed Mind,3141.61
R000841,O013964,2026-04-20,P0069,1,Damaged,360.86
R000842,O013972,2026-02-17,P0004,1,Defective,1132.76
R000843,O013975,2026-06-14,P0009,2,Defective,1706.99
R000844,O013987,2026-03-18,P0039,1,Changed Mind,1335.45
R000845,O013990,2026-03-25,P0062,2,Changed Mind,539.29
R000846,O014002,2026-04-06,P0018,1,Changed Mind,973.32
R000847,O014012,2026-03-01,P0053,1,Damaged,117.15
R000848,O014022,2026-05-26,P0065,2,Damaged,556.92
R000849,O014071,2026-04-18,P0023,1,Damaged,1023.92
R000850,O014081,2026-01-16,P0073,1,Damaged,579.45
R000851,O014089,2026-02-16,P0059,3,Damaged,639.96
R000852,O014092,2026-01-28,P0012,1,Wrong Item,973.08
R000853,O014121,2026-04-15,P0057,1,Defective,480.0
R000854,O014150,2026-02-06,P0039,1,Damaged,1295.53
R000855,O014154,2026-04-23,P0025,2,Damaged,2814.62
R000856,O014155,2026-03-18,P0012,2,Defective,1885.48
R000857,O014199,2026-03-02,P0053,2,Damaged,239.94
R000858,O014222,2026-05-08,P0012,1,Wrong Item,945.93
R000859,O014225,2026-06-07,P0016,2,Wrong Item,1022.8
R000860,O014266,2026-05-24,P0020,3,Defective,4011.1
R000861,O014281,2026-05-28,P0026,1,Damaged,1568.95
R000862,O014286,2026-05-17,P0061,1,Damaged,358.69
R000863,O014289,2026-02-05,P0058,1,Damaged,214.88
R000864,O014297,2026-05-31,P0011,2,Changed Mind,2276.07
R000865,O014321,2026-03-26,P0032,2,Damaged,1441.26
R000866,O014331,2026-01-24,P0024,1,Damaged,1754.65
R000867,O014347,2026-05-02,P0075,1,Changed Mind,757.82
R000868,O014376,2026-03-27,P0024,1,Not as Expected,1871.42
R000869,O014427,2026-06-02,P0057,1,Defective,428.25
R000870,O014437,2026-02-12,P0043,2,Changed Mind,1334.9
R000871,O014465,2026-07-13,P0013,2,Damaged,868.91
R000872,O014498,2026-06-03,P0038,2,Not as Expected,3054.51
R000873,O014524,2026-02-13,P0062,1,Not as Expected,276.25
R000874,O014533,2026-06-17,P0030,1,Wrong Item,602.76
R000875,O014546,2026-06-14,P0069,1,Not as Expected,379.94
R000876,O014548,2026-02-27,P0079,1,Wrong Item,872.61
R000877,O014550,2026-05-15,P0058,2,Changed Mind,402.05
R000878,O014561,2026-07-06,P0058,3,Not as Expected,610.25
R000879,O014588,2026-03-25,P0068,1,Defective,468.41
R000880,O014603,2026-06-22,P0050,1,Defective,1097.26
R000881,O014615,2026-01-24,P0019,1,Damaged,644.66
R000882,O014634,2026-01-29,P0052,2,Damaged,314.3
R000883,O014642,2026-06-14,P0070,3,Not as Expected,394.25
R000884,O014681,2026-04-08,P0029,3,Not as Expected,5092.62
R000885,O014696,2026-04-12,P0065,1,Defective,307.13
R000886,O014697,2026-01-23,P0061,1,Defective,356.61
R000887,O014721,2026-05-05,P0021,2,Changed Mind,2230.81
R000888,O014733,2026-03-23,P0061,1,Changed Mind,371.94
R000889,O014737,2026-03-03,P0046,1,Wrong Item,444.29
